lemma,rank,translation,original_lemma,pos
coche,458,"Two or more commonly four-wheeled carriage, intended for the transport of people who can comfortably sit",coche,n
tampoco,459,"Use to indicate the similarity of a negative state of things to another already ground, in a similar way to that of also for affirmations",tampoco,adv
trabajar,460,Performing an activity whether physical or mental,trabajar,v
cuándo,461,Time-determined space,cuándo,n
fuerte,462,That he is capable of exerting a great force,fuerte,adj
seguridad,463,Absence of danger,seguridad,n
mas,464,Country,mas,n
entrar,465,Go or go from outside,entrar,v
vivir,466,Having life,vivir,v
escucha,467,Action or effect of listening,escucha,n
déjame,468,,,
pueblo,469,Place where a group of families or a human community lives not very large,pueblo,n
hijos,470,Form of the plural of the child,hijo,n
joven,471,"Person who has already finished childhood, but still in development",joven,n
cuanto,472,"Minimum and indivisible quantity for a given observable, of which all possible values of the observable in question shall be multiples of that quantity",cuanto,n
hago,473,First person of the singular (me) of the present indicative of doing or becoming,hacer,v
escuela,474,Institute offering primary education,escuela,n
tras,475,Indicates that he's going or he's after something or someone,tras,prep
cree,476,"Algonquina, polysynthetic, central branch language, whose various dialects make up the most widespread native language in today's Canada",cree,n
cambio,477,Change action or effect,cambio,n
luz,478,Electromagnetic radiation visible to the human eye,luz,n
oportunidad,479,A favourable circumstance,oportunidad,n
fui,480,First person of the singular (me) of the perfect preterit simple indicative of being,ser,v
sistema,481,"Set of rules, principles, ideas or things, which are united by a common criterion and have a specific purpose",sistema,n
embargo,482,"Occupation, seizure or retention of property of a person made by order of a competent judge on account of debt or offence",embargo,n
teléfono,483,Equipment designed to transmit and receive sounds by means of electrical signals at a distance,teléfono,n
dices,484,Second person of the singular (you) of the present indicative say,decir,v
seis,485,Sign or signs used to represent the number that has six units,seis,n
alto,486,Height,alto,n
habla,487,Ability to communicate through oral language,habla,n
fiesta,488,"Day dedicated to religious events, day on which religious ceremonies are held",fiesta,n
loco,489,Monkey (game where you have to intercept the passes of those who are in the round),loco,n
atrás,490,denotes the back of something or what is or is behind your back,atrás,adv
debemos,491,"First person of plural (we, us) of the present of indicative duty",deber,v
pregunta,492,Any request for information by way of a reply from the interlocutor,pregunta,n
hacen,493,"Third person of plural (they, them; you, 2nd person) of the present indicative of doing or becoming",hacer,v
seguir,494,Walking after someone or something,seguir,v
quieren,495,"Third person of plural (they, them; you, 2nd person) of the present indicative of wanting",querer,v
dio,496,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of giving or giving",dar,v
paso,497,Each of the movements of legs advancing when walking,paso,n
falta,498,"Error, action considered incorrect or in violation of any rule or regulation",falta,n
fácil,499,That involves little or no effort in its realization,fácil,adj
ido,500,Artificial language built from Esperanto reforms in the early 20th century,ido,n
padres,501,Father and mother of a living being,padres,n
vino,502,"Alcoholic beverages made from fermentation of grapes, with or without skins",vino,n
hiciste,503,"Second person of the singular (you, you) of the perfect preterit simple indicative of doing or becoming",hacer,v
estaban,504,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite of indicative of being",estar,v
situación,505,"Condition, case",situación,n
abajo,506,First person of the singular (me) of the present indicative of lowering,abajar,v
única,507,Form of the unique female of unique,único,adj
siendo,508,Gerundius of being,siendo,v
modo,509,System for performing an action,modo,n
información,510,Knowledge sent or received about a fact or circumstance,información,n
dólares,511,Form of the plural dollar,dólar,n
esté,512,First person of the singular (me) of the present subjunctive of being or being,estar,v
hermana,513,Form of the singular female brother,hermano,n
tuvo,514,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of having",tener,v
dado,515,"Cubic piece of hard material used in machines that supports screws, shafts, and other elements to keep them in balance",dado,n
música,516,Art that uses sound and silence in an organized way to produce an aesthetic or emotional effect,música,n
paz,517,Spiritual or soul condition of tranquility or stillness,paz,n
culpa,518,"Mistake committed voluntarily, out of recklessness or ignorance",culpa,n
queda,519,"Nighttime, marked in some villages, especially the closed squares, so that all are gathered, which is warned with the bell",queda,n
real,520,Brazilian monetary unit,real,n
auto,521,"Four-wheeled vehicle, closed, with seats, propelled by a combustion or electric engine, for the transport of one to five persons",auto,n
palabra,522,Minimum unit of meaning of a language or language,palabra,n
deberías,523,"Second person of the singular (you, you) of the conditional duty",deber,v
sola,524,Form of the female singular of only,solo,adj
derecho,525,Power granted by law or authority,derecho,n
lista,526,"Piece of paper, canvas or other similar, long and narrow",lista,n
partido,527,"Each of the groups in which one is divided greater, united by an affinity.ideological or of interest",partido,n
orden,528,Organization of things according to a sequence,orden,n
exactamente,529,"Exactly, exactly",exactamente,adv
nacional,530,National militia individual,nacional,n
listo,531,First person of the singular (me) of this list indicative,listar,v
comida,532,Eating action or effect,comida,n
necesitamos,533,"First person of plural (we, us) of the present indicative of need",necesitar,v
habría,534,First person of the singular (me) of the conditional having,haber,v
libro,535,Set of paper sheets joined by an edge forming a volume,libro,n
capitán,536,Person who leads a military troop,capitán,n
diciendo,537,Gerundium irregular to say,diciendo,v
comer,538,Eating or taking food,comer,v
sabemos,539,"First person of plural (we, us) of the present indicative of knowing",saber,v
lejos,540,Long distance,lejos,adv
pasando,541,Gerundius of passing by,pasando,v
morir,542,To come to the end of one's life,morir,v
haga,543,First person of the singular (me) of the present subjunctive of doing or becoming,hacer,v
