lemma,rank,translation,original_lemma,pos
vive,842,to live,vivir,v
ay,843,ah!; alas!,,
energía,844,energy,energía,n
banco,845,bank,banco,n
arte,846,art,arte,n
empresa,847,company,empresa,n
foto,848,photo; photograph,foto,n
normal,849,normal; standard; regular; fine,normal,adj
seas,850,to be,ser,v
casos,851,the fruit of a very tart species of guava,caso,n
novia,852,female equivalent of novio; girlfriend,novio,n
totalmente,853,totally,totalmente,adv
países,854,country,país,n
izquierda,855,left,izquierda,n
conocer,856,to know (a person or a place); to be familiar with; to be acquainted with,conocer,v
proyecto,857,project; plan,proyecto,n
estaría,858,to be,estar,v
cámara,859,room,cámara,n
causa,860,cause,causa,n
estábamos,861,to be,estar,v
cállate,862,shut up!,callar,v
capaz,863,able; capable,capaz,adj
pesar,864,to weigh,pesar,v
iglesia,865,church,Iglesia,prop
parecía,866,to seem; to see fit,parecer,v
pruebas,867,proof,prueba,n
derecha,868,right,derecha,n
siglo,869,century,siglo,n
mantener,870,to keep,mantener,v
ministro,871,minister,ministro,n
uh,872,used to express disappointment or disdain,uh,interj
sentir,873,to feel,sentir,v
salvo,874,unless,salvo,adj
baja,875,casualty; loss,bajo,adj
quienes,876,who,quien,pron
dejado,877,sloppy; lax,dejar,v
hicieron,878,to do,hacer,v
caja,879,box; case,caja,n
profesor,880,professor,profesor,n
estuve,881,to be,estar,v
cargo,882,charge; burden,cargo,n
opinión,883,opinion,opinión,n
club,884,club,club,n
verlo,885,to see; to spot,ver,v
decirte,886,to say; to tell,decir,v
encontré,887,to meet,encontrar,v
desarrollo,888,development,desarrollo,n
haz,889,bundle,haz,n
aquella,890,that (over there,aquel,determiner
accidente,891,accident,accidente,n
quiera,892,to desire; to want; to want to,querer,v
carlos,893,given name,Carlos,prop
terminado,894,finished,terminar,v
mercado,895,market,mercado,n
próximo,896,near,próximo,adj
total,897,total; complete; outright,total,adj
sal,898,salt,sal,n
varios,899,various; several,varios,determiner
pase,900,pass; permit,pasar,v
cualquiera,901,anyone; whoever; whomever,cualquiera,pron
david,902,David,David,prop
oro,903,or,oro,n
encuentro,904,encounter; meeting,encuentro,n
valor,905,value,valor,n
cena,906,supper; dinner,cena,n
deseo,907,desire; wish,deseo,n
funciona,908,to work; to function,funcionar,v
comprar,909,to buy,comprar,v
posición,910,position,posición,n
estudio,911,study,estudio,n
movimiento,912,movement,movimiento,n
finalmente,913,finally; in the end,finalmente,adv
nuevos,914,new,nuevo,adj
salió,915,Salian,salir,v
hambre,916,hunger,hambre,n
completamente,917,completely,completamente,adv
encanta,918,charm; captivation,encantar,v
formas,919,shape,forma,n
norte,920,north; northern,norte,n
aun,921,even,aun,adv
adónde,922,to where; whither; whereto,adónde,adv
lamento,923,lament,lamento,n
experiencia,924,experience,experiencia,n
debido,925,owed,debido,adj
loca,926,a madwoman; female equivalent of loco,loco,n
tuyo,927,yours,tuyo,pron
m,928,letter,m,letter
llega,929,to arrive; get,llegar,v
vosotros,930,you; you guys,vosotros,pron
alta,931,certificate of discharge,alto,adj
fuiste,932,to be,ser,v
tipos,933,tip,tipo,n
contacto,934,contact,contacto,n
alma,935,soul,alma,n
tranquilo,936,calm; peaceful; tranquil; quiet,tranquilo,adj
dijeron,937,to say; to tell,decir,v
color,938,color / colour; hue,color,n
justicia,939,justice,justicia,n
placer,940,to like,placer,n
disculpe,941,excuse me,disculpar,v
mató,942,bushes,matar,v
radio,943,radio,radio,n
busca,944,search,buscar,v
muertos,945,dead,muerto,adj
pone,946,to put; to put up; to place; to lay,poner,v
imagen,947,image,imagen,n
especie,948,species,especie,n
pudiera,949,to be able to; can,poder,v
ex,950,former; ex-,,
llamo,951,to summon; to call,llamar,v
puso,952,to put; to put up; to place; to lay,poner,v
entra,953,to enter,entrar,v
montón,954,heap; pile,montón,n
cárcel,955,prison,cárcel,n
tienda,956,tent,tienda,n
corte,957,cut,corte,n
carne,958,flesh; the soft part of a body which covers the bones,carne,n
éxito,959,success,éxito,n
conocido,960,known,conocido,adj
muchacho,961,boy,muchacho,n
viste,962,you know,ver,v
peligro,963,peril; danger,peligro,n
principal,964,main; most important,principal,adj
delante,965,in front of; before,delante,adv
interesante,966,interesting,interesante,adj
sale,967,ok,salir,v
pude,968,to be able to; can,poder,v
común,969,common; ordinary,común,adj
hablas,970,speech,hablar,v
creí,971,to believe,creer,v
barco,972,boat,barco,n
sientes,973,to feel,sentir,v
pies,974,pi,pie,n
tenías,975,to have,tener,v
bonito,976,pretty; cute,bonito,adj
traje,977,suit,traje,n
sur,978,south,sur,n
ataque,979,attack,ataque,n
entendido,980,expert,entendido,adj
quisiera,981,to desire; to want; to want to,querer,v
michael,982,michael,michael,none
podrían,983,to be able to; can,poder,v
maestro,984,master,maestro,n
jóvenes,985,young; youthful,joven,adj
posibilidad,986,possibility,posibilidad,n
escuchar,987,to listen to; to hear out,escuchar,v
terminar,988,to finish; to end; to terminate; to be over; to conclude,terminar,v
diferencia,989,difference,diferencia,n
escena,990,scene,escena,n
humano,991,human,humano,adj
caballeros,992,horseman,caballero,n
departamento,993,department,departamento,n
datos,994,data,dato,n
defensa,995,defense,defensa,n
evitar,996,to avoid; to bypass; to evade; to circumvent; to dodge; to shun; to eschew,evitar,v
negocios,997,business; enterprise,negocio,n
simple,998,simple,simple,adj
eras,999,to be,ser,v
objetivo,1000,objective,objetivo,n
cabo,1001,end; edge; extremity,cabo,n
verdadero,1002,true; real,verdadero,adj
abuela,1003,grandmother; female equivalent of abuelo,abuelo,n
prensa,1004,press,prensa,n
novio,1005,boyfriend,novio,n
canción,1006,song,canción,n
llamó,1007,to summon; to call,llamar,v
haremos,1008,to do,hacer,v
rato,1009,a while; bit,rato,n
gustan,1010,to taste; to try,gustar,v
juicio,1011,good judgement,juicio,n
estúpido,1012,stupid,estúpido,adj
tonto,1013,stupid,tonto,adj
puntos,1014,point,punto,n
relaciones,1015,relation,relación,n
cine,1016,cinema; moviehouse,cine,n
aquellos,1017,that one,aquel,determiner
tenían,1018,to have,tener,v
asi,1019,like this,así,adv
río,1020,river,río,n
joe,1021,joe,joe,none
uso,1022,use,uso,n
condiciones,1023,condition,condición,n
muchachos,1024,boy,muchacho,n
especialmente,1025,specially,especialmente,adv
destino,1026,destiny; fate,destino,n
serie,1027,series,serie,n
juez,1028,judge,juez,n
george,1029,george,george,none
quédate,1030,curfew,quedar,v
nuevas,1031,news; novelty,nuevo,adj
fuerzas,1032,force,fuerza,n
entender,1033,to understand; to fathom,entender,v
fotos,1034,photo; photograph,foto,n
contrario,1035,contrary; opposite,contrario,adj
avión,1036,aeroplane; airplane; plane,avión,n
hermosa,1037,Formosa; now known as Taiwan,hermoso,adj
matrimonio,1038,matrimony,matrimonio,n
ninguno,1039,no,ninguno,pron
serán,1040,to be,ser,v
televisión,1041,television,televisión,n
cocina,1042,kitchen,cocina,n
edificio,1043,building,edificio,n
tiempos,1044,time,tiempo,n
mismos,1045,same,mismo,adj
dulce,1046,sweet,dulce,n
frío,1047,cold,frío,n
vieja,1048,female equivalent of viejo,viejo,adj
sorpresa,1049,surprise,sorpresa,n
boda,1050,wedding,boda,n
libros,1051,book,libro,n
marcha,1052,march,marcha,n
prisa,1053,hurry; rush; urgency,prisa,n
intento,1054,attempt,intento,n
piso,1055,floor; ground,piso,n
interés,1056,interest,interés,n
precio,1057,price,precio,n
luis,1058,louis,,
acabó,1059,synonym of acabamiento,acabar,v
c,1060,letter,c,letter
salida,1061,exit; way out,salida,n
acá,1062,high quality,acá,adv
terrible,1063,terrible; awful; horrible,terrible,adj
primeros,1064,first; first up,primero,adj
tom,1065,tom,tom,none
humanos,1066,tamale,humano,adj
época,1067,epoch; era; age; time; day,época,n
llevo,1068,to take; to take out,llevar,v
luna,1069,moon,luna,n
cuestión,1070,matter; question; issue,cuestión,n
resulta,1071,to result; to turn out; to end up; to prove,resultar,v
volvió,1072,to return; to revert; to get back,volver,v
presencia,1073,presence,presencia,n
entrada,1074,entrance,entrada,n
cumpleaños,1075,birthday,cumpleaños,n
informe,1076,shapeless; formless,informe,n
central,1077,central,central,adj
efecto,1078,effect,efecto,n
encontramos,1079,to meet,encontrar,v
europa,1080,Europa,Europa,prop
esperaba,1081,to wait; to hold on,esperar,v
culo,1082,cowardly; gutless,culo,n
muerta,1083,dead,muerto,adj
mirando,1084,to look at,mirar,v
miembros,1085,member,miembro,n
llevó,1086,to take; to take out,llevar,v
tren,1087,train,tren,n
decirme,1088,to say; to tell,decir,v
abre,1089,to open; open up,abrir,v
necesidad,1090,need,necesidad,n
muestra,1091,sample; sampling,muestra,n
caballo,1092,horse,caballo,n
diría,1093,to say; to tell,decir,v
naturaleza,1094,nature,naturaleza,n
triste,1095,sad; saddened; blue; gloomy; unhappy; joyless; triste,triste,adj
presente,1096,present,presente,adj
intentando,1097,to try; to attempt,intentar,v
jesús,1098,Jesus,Jesús,interj
tía,1099,female equivalent of tío: aunt,tío,n
teniente,1100,lieutenant,teniente,n
reina,1101,queen,reina,n
honor,1102,honor,honor,n
resultados,1103,result; outcome; finding; upshot,resultado,n
cantidad,1104,like hell,cantidad,n
español,1105,Spanish,español,adj
apoyo,1106,support,apoyo,n
regalo,1107,present; gift,regalo,n
tengas,1108,to have,tener,v
méxico,1109,Mexico,México,prop
misión,1110,mission; quest,misión,n
carajo,1111,cock,carajo,n
horrible,1112,horrible,horrible,adj
lucha,1113,fight; fighting; fray,lucha,n
paciente,1114,patient,paciente,n
crimen,1115,violent crime,crimen,n
tendrás,1116,to have,tener,v
estés,1117,to be,estar,v
broma,1118,joke; prank; practical joke,broma,n
podido,1119,to be able to; can,poder,v
anda,1120,interjection to express surprise,andar,v
santa,1121,saintess,San,adj
vestido,1122,dressed,vestido,n
vienen,1123,to come,venir,v
militar,1124,military,militar,adj
navidad,1125,Christmas present,Navidad,prop
cerebro,1126,brain,cerebro,n
drogas,1127,drug,droga,n
sacar,1128,to put out; to get out,sacar,v
ciento,1129,hundred,ciento,num
tendría,1130,to have,tener,v
metros,1131,meter,metro,n
permiso,1132,permission,permiso,n
amable,1133,kind; amiable; gracious,amable,adj
menor,1134,minor,menor,adj
resultado,1135,result; outcome; finding; upshot,resultado,n
das,1136,to give; to give out,dar,v
varias,1137,various,varios,determiner
detective,1138,detective,detective,n
víctima,1139,victim,víctima,n
mike,1140,mike,mike,none
debía,1141,to owe,deber,v
basura,1142,trash; waste; garbage; rubbish; nonsense,basura,n
señal,1143,sign,señal,n
abuelo,1144,grandfather,abuelo,n
ocurrió,1145,to happen; to occur,ocurrir,v
segundos,1146,second,segundo,adj
temo,1147,to have an obsession [+con (someone/something)],temer,v
esposo,1148,husband,esposo,n
mirar,1149,to look at,mirar,v
estilo,1150,style,estilo,n
nave,1151,ship; vessel,nave,n
internacional,1152,international,internacional,adj
respeto,1153,respect,respeto,n
maldición,1154,curse,maldición,n
siéntate,1155,to feel,sentar,v
pensado,1156,to think; ponder,pensar,v
medios,1157,media; mass media as a whole,medio,n
locura,1158,madness; craziness,locura,n
juro,1159,ownership,jurar,v
prisión,1160,prison,prisión,n
encontró,1161,to meet,encontrar,v
viendo,1162,to see; to spot,ver,v
servicios,1163,service,servicio,n
parís,1164,Paris,,
anterior,1165,anterior (in time); previous; earlier; former; past,anterior,adj
momentos,1166,moment; instant,momento,n
escribir,1167,to write,escribir,v
prometo,1168,to promise,prometer,v
pidió,1169,to ask for something,pedir,v
antonio,1170,given name,Antonio,prop
vidas,1171,life,vida,n
miles,1172,thousands,mil,num
bar,1173,bar; coffee shop; café; pub,bar,n
querías,1174,to desire; to want; to want to,querer,v
trabaja,1175,work; job,trabajar,v
ventana,1176,window,ventana,n
permite,1177,to allow; permit,permitir,v
político,1178,political,político,adj
memoria,1179,memory,memoria,n
animales,1180,animal,animal,n
enfermedad,1181,illness; disease,enfermedad,n
quedó,1182,quiet; still,quedar,v
pocos,1183,little; not much,poco,determiner
américa,1184,America,América,prop
infierno,1185,hell,infierno,n
piel,1186,skin,piel,n
doble,1187,double,doble,adj
caliente,1188,hot; warm,caliente,adj
comunidad,1189,community,comunidad,n
cambiado,1190,changed,cambiar,v
saberlo,1191,to know; to understand,saber,v
flores,1192,menstruation,flor,n
gracioso,1193,funny; amusing,gracioso,adj
contar,1194,to count,contar,v
larga,1195,long,largo,adj
vayas,1196,to go,ir,v
guardia,1197,custodian; warden,guardia,n
creía,1198,to believe,creer,v
visita,1199,visit,visita,n
regresar,1200,to return; go back; come back,regresar,v
debajo,1201,below; under,debajo,prep
podrá,1202,to be able to; can,poder,v
natural,1203,natural,natural,adj
enseguida,1204,immediately,enseguida,adv
teatro,1205,theater,teatro,n
tratar,1206,to treat,tratar,v
oír,1207,to hear,oír,v
mundial,1208,related to all the parts of the world,mundial,adj
riesgo,1209,chance,riesgo,n
leer,1210,to read,leer,v
inteligente,1211,intelligent,inteligente,adj
parecer,1212,to seem; to see fit,parecer,v
nueve,1213,the digit or figure 9,nueve,num
espalda,1214,back,espalda,n
estuviera,1215,to be,estar,v
operación,1216,operation,operación,n
coronel,1217,colonel,coronel,n
compañero,1218,companion,compañero,n
tuya,1219,thuja,tuya,n
doy,1220,to give; to give out,dar,v
verano,1221,summer,verano,n
maravilloso,1222,wonderful; marvelous,maravilloso,adj
derechos,1223,straight (not crooked or bent,derecho,n
ideas,1224,idea,idea,n
esperanza,1225,hope; hopefulness,esperanza,n
adentro,1226,inside,adentro,adv
sucedió,1227,to happen; to befall; to occur,suceder,v
vine,1228,to come,venir,v
hechos,1229,clipping of Hechos de los Apóstoles (“Acts of the Apostles”): Acts,hecho,n
baile,1230,dance,baile,n
francia,1231,France,Francia,prop
creen,1232,to believe,creer,v
blanca,1233,minim; half note,blanco,adj
golpe,1234,hit; blow; strike,golpe,n
educación,1235,education,educación,n
empezó,1236,to start; begin; to get started,empezar,v
tendré,1237,to have,tener,v
hermanos,1238,brother,hermano,n
pedir,1239,to ask for something,pedir,v
santo,1240,holy; godly,Santo,prop
dale,1241,OK; okey dokey; right,dar,v
llamas,1242,a name of several localities in Asturias; Spain,llamar,v
beber,1243,to drink,beber,v
viva,1244,alive; living,vivo,adj
peter,1245,peter,peter,none
agradable,1246,agreeable; pleasant,agradable,adj
hicimos,1247,to do,hacer,v
julio,1248,July,julio,n
domingo,1249,Sunday,Domingo,prop
disculpa,1250,excuse,disculpa,n
isla,1251,island,isla,n
azul,1252,blue,azul,adj
pregunto,1253,to ask,preguntar,v
excelente,1254,excellent; brilliant; superb,excelente,adj
completo,1255,full; complete,completo,adj
victoria,1256,victory,victoria,n
obras,1257,work,obra,n
hablado,1258,spoken,hablar,v
medida,1259,measurement,medida,n
hazlo,1260,bundle,hacer,v
alegro,1261,to make happy,alegrar,v
deje,1262,accent,dejar,v
regreso,1263,return,regreso,n
trae,1264,to bring; to fetch,traer,v
nota,1265,note; memo,nota,n
lleno,1266,full,lleno,adj
importantes,1267,important; that cares; that matters,importante,adj
temprano,1268,early,temprano,adv
superior,1269,upper; higher,superior,adj
hogar,1270,home,hogar,n
planeta,1271,planet,planeta,n
veras,1272,truth,veras,n
actual,1273,present; current,actual,adj
producción,1274,production,producción,n
solamente,1275,only; alone; merely,solamente,adv
cultura,1276,culture,cultura,n
unidad,1277,unit,unidad,n
motivo,1278,reason; ground; motive,motivo,n
capital,1279,capital,capital,n
hermoso,1280,gorgeous; beautiful; handsome; lovely,hermoso,adj
estación,1281,station,estación,n
banda,1282,band,banda,n
comisión,1283,committee,comisión,n
dando,1284,to give; to give out,dar,v
modos,1285,mod,modo,n
cerveza,1286,beer,cerveza,n
salvar,1287,to save,salvar,v
bolsa,1288,bag,bolsa,n
espíritu,1289,spirit; soul,espíritu,n
confianza,1290,confidence; trust,confianza,n
necesitan,1291,to need,necesitar,v
