lemma,rank,translation,pos
ministro,871,minister,noun
uh,872,used to express disappointment or disdain,intj
sentir,873,to feel,verb
salvo,874,I save,verb
baja,875,"casualty, loss",noun
quienes,876,plural of quien,pron
dejado,877,left,verb
hicieron,878,they did,verb
caja,879,"box, case",noun
profesor,880,professor (a faculty member),noun
estuve,881,I was,verb
cargo,882,"charge, burden",noun
opinión,883,opinion,noun
club,884,"club (an association of members joining together for some common purpose, especially sports or recreation)",noun
verlo,885,to see,verb
decirte,886,to say,verb
encontré,887,I meeted,verb
desarrollo,888,development,noun
haz,889,bundle,noun
aquella,890,inflection of aquellar:,verb
accidente,891,accident (unexpected event with negative consequences),noun
quiera,892,I desire,verb
carlos,893,,
terminado,894,finished,verb
mercado,895,market,noun
próximo,896,near,adj
total,897,total,noun
sal,898,salt; table salt,noun
varios,899,"various, several",det
pase,900,"pass, permit",noun
cualquiera,901,"a person of no importance; a nobody, zero",noun
david,902,,
oro,903,gold,noun
encuentro,904,"encounter, meeting",noun
valor,905,value (all senses),noun
cena,906,"supper, dinner",noun
deseo,907,"desire, wish",noun
funciona,908,he works; she works; it works,verb
comprar,909,to buy,verb
posición,910,position,noun
estudio,911,study,noun
movimiento,912,movement (physical motion between points in space),noun
finalmente,913,"finally, in the end",adv
nuevos,914,masculine plural of nuevo,adj
salió,915,he went out; she went out; it went out,verb
hambre,916,hunger,noun
completamente,917,completely,adv
encanta,918,he charms; she charms; it charms,verb
formas,919,you form,verb
norte,920,north (compass point),noun
aun,921,even (implying an extreme example in the case mentioned),adv
adónde,922,"to where, whither, whereto",adv
lamento,923,lament,noun
experiencia,924,experience,noun
debido,925,owed,verb
loca,926,"a madwoman, female equivalent of loco",noun
tuyo,927,yours,pron
m,928,abbreviation of me,pron
llega,929,he arrives; she arrives; it arrives,verb
vosotros,930,,
alta,931,certificate of discharge (from a hospital),noun
fuiste,932,you went,verb
tipos,933,plural of tipo,noun
contacto,934,contact,noun
alma,935,soul,noun
tranquilo,936,I mark with two lines each of the debit and date items of a commercial book,verb
dijeron,937,they said,verb
color,938,"color / colour, hue",noun
justicia,939,justice,noun
placer,940,to like,verb
disculpe,941,I excuse,verb
mató,942,he killed; she killed; it killed,verb
radio,943,radius,noun
busca,944,search (an attempt to find something),noun
muertos,945,masculine plural of muerto,verb
pone,946,he puts; she puts; it puts,verb
imagen,947,image,noun
especie,948,species,noun
pudiera,949,I was able to,verb
ex,950,"ex (ex-husband, ex-wife or ex-partner)",noun
llamo,951,I summon,verb
puso,952,he put; she put; it put,verb
entra,953,he enters; she enters; it enters,verb
montón,954,"heap, pile (collection of things laid in a body, or thrown together so as to form an elevation)",noun
cárcel,955,prison,noun
tienda,956,tent,noun
corte,957,cut (the act of cutting),noun
carne,958,"flesh, the soft part of a body which covers the bones",noun
éxito,959,success,noun
conocido,960,"acquaintance, known person",noun
muchacho,961,boy,noun
viste,962,you saw,verb
peligro,963,"peril, danger",noun
principal,964,"chief, boss",noun
delante,965,"in front of, before (spatially)",adv
interesante,966,interesting,adj
sale,967,he goes out; she goes out; it goes out,verb
pude,968,I was able to,verb
común,969,"all of the people or inhabitants of a city, town",noun
hablas,970,you talk,verb
creí,971,I believed,verb
barco,972,boat (usually with a concave hull),noun
sientes,973,you seat,verb
pies,974,you chirp,verb
tenías,975,you had,verb
bonito,976,tuna; bonito,noun
traje,977,suit,noun
sur,978,south,noun
ataque,979,attack (an attempt to damage an opponent or enemy),noun
entendido,980,expert,noun
quisiera,981,I desired,verb
michael,982,,
podrían,983,they would be able to,verb
maestro,984,master,noun
jóvenes,985,plural of joven: young people,noun
posibilidad,986,possibility,noun
escuchar,987,to listen to,verb
terminar,988,to finish,verb
diferencia,989,difference,noun
escena,990,scene,noun
humano,991,"human, human being",noun
caballeros,992,plural of caballero,noun
departamento,993,department,noun
datos,994,data,noun
defensa,995,defense,noun
evitar,996,to avoid,verb
negocios,997,plural of negocio,noun
simple,998,"simpleton, fool",noun
eras,999,you were,verb
objetivo,1000,objective,noun
cabo,1001,"end, edge, extremity (furthest or terminal point of something)",noun
verdadero,1002,a person who tells the truth,noun
abuela,1003,"grandmother, female equivalent of abuelo",noun
prensa,1004,press (print-based media),noun
novio,1005,boyfriend (romantic partner),noun
canción,1006,song,noun
llamó,1007,he summoned; she summoned; it summoned,verb
haremos,1008,we will do,verb
rato,1009,"a while, bit (a short period of time)",noun
gustan,1010,they taste,verb
juicio,1011,good judgement; reason,noun
estúpido,1012,stupid,adj
tonto,1013,"a fool, a stupid person",noun
puntos,1014,plural of punto,noun
relaciones,1015,you relate,verb
cine,1016,"cinema, moviehouse",noun
aquellos,1017,alternative spelling of aquéllos; those ones (over there; implying some distance). The unaccented form can function as a pronoun if it can be unambiguously deduced as such from context,pron
tenían,1018,they had,verb
asi,1019,,
río,1020,river,noun
joe,1021,,
uso,1022,use,noun
condiciones,1023,you condition,verb
muchachos,1024,plural of muchacho,noun
especialmente,1025,specially,adv
destino,1026,"destiny, fate",noun
serie,1027,series (a number of things that follow one another),noun
juez,1028,judge,noun
george,1029,,
quédate,1030,you are,verb
nuevas,1031,plural of nueva,noun
fuerzas,1032,you force,verb
entender,1033,to understand,verb
fotos,1034,plural of foto,noun
contrario,1035,"contrary, opposite",adj
avión,1036,"aeroplane, airplane, plane",noun
hermosa,1037,feminine singular of hermoso,adj
matrimonio,1038,marriage,noun
ninguno,1039,no; none,det
serán,1040,they will be,verb
televisión,1041,"television (an electronic communication medium that allows the transmission of real-time visual images, and often sound)",noun
cocina,1042,kitchen,noun
edificio,1043,building,noun
tiempos,1044,plural of tiempo,noun
mismos,1045,masculine plural of mismo,adj
dulce,1046,"candy, sweet",noun
frío,1047,"cold, coldness (a condition of low temperature)",noun
vieja,1048,hag,noun
sorpresa,1049,surprise (something not expected),noun
boda,1050,wedding,noun
libros,1051,plural of libro,noun
marcha,1052,march,noun
prisa,1053,"hurry, rush, urgency",noun
intento,1054,attempt,noun
piso,1055,"floor, ground (surface of the earth)",noun
interés,1056,interest (a fraction of the amount of what was borrowed),noun
precio,1057,price,noun
luis,1058,louis (currency),noun
acabó,1059,he finished; she finished; it finished,verb
c,1060,,
salida,1061,"exit, way out",noun
acá,1062,here,adv
terrible,1063,"terrible, awful, horrible (very bad)",adj
primeros,1064,plural of primero,noun
tom,1065,,
humanos,1066,second-person singular voseo imperative of humar combined with nos,verb
época,1067,"epoch, era, age, time, day",noun
llevo,1068,I take,verb
luna,1069,moon,noun
cuestión,1070,"matter, question, issue",noun
resulta,1071,he results; she results; it results,verb
volvió,1072,he returned; she returned; it returned,verb
presencia,1073,presence,noun
entrada,1074,entrance,noun
cumpleaños,1075,birthday,noun
informe,1076,report,noun
central,1077,headquarter,noun
efecto,1078,effect,noun
encontramos,1079,we meeted,verb
europa,1080,,
esperaba,1081,I hoped,verb
culo,1082,"ass, arse, booty, rear, behind, butt, buttocks",noun
muerta,1083,feminine singular of muerto,verb
mirando,1084,looking at,verb
miembros,1085,plural of miembro,noun
llevó,1086,he taked; she taked; it taked,verb
tren,1087,train,noun
decirme,1088,to say,verb
abre,1089,he opens; she opens; it opens,verb
necesidad,1090,need,noun
muestra,1091,"sample, sampling",noun
caballo,1092,horse,noun
diría,1093,I would say,verb
naturaleza,1094,nature,noun
triste,1095,"dismal, dreary, glum, miserable, melancholy",adj
presente,1096,"gift, handout",noun
intentando,1097,trying,verb
jesús,1098,,
tía,1099,"female equivalent of tío: aunt; the sister, sister-in-law or female cousin or cousin-in-law of either parent",noun
teniente,1100,lieutenant,noun
reina,1101,queen,noun
honor,1102,honor,noun
resultados,1103,masculine plural of resultado,verb
cantidad,1104,amount,noun
español,1105,Spaniard (man),noun
apoyo,1106,support,noun
regalo,1107,"present, gift",noun
tengas,1108,you have,verb
méxico,1109,,
misión,1110,"mission, quest",noun
carajo,1111,cock,noun
horrible,1112,horrible,adj
lucha,1113,"fight, fighting, fray",noun
paciente,1114,patient,noun
crimen,1115,violent crime,noun
tendrás,1116,you will have,verb
estés,1117,you are,verb
broma,1118,"joke, prank, practical joke",noun
podido,1119,been able to,verb
anda,1120,"a bier or small platform, when carried by people (usually 4 or more individuals) to move a corpse or religious image",noun
santa,1121,saintess; female equivalent of santo,noun
vestido,1122,dress,noun
vienen,1123,they come,verb
militar,1124,to participate actively in a political organization,verb
navidad,1125,Christmas present,noun
cerebro,1126,brain,noun
drogas,1127,you drug,verb
sacar,1128,to put out,verb
ciento,1129,hundred (100 units of something),noun
tendría,1130,I would have,verb
metros,1131,plural of metro,noun
permiso,1132,permission,noun
amable,1133,"kind, amiable, gracious",adj
menor,1134,minor; child,noun
resultado,1135,"result, outcome, finding, upshot",noun
das,1136,you give,verb
varias,1137,feminine plural of vario,adj
detective,1138,detective,noun
víctima,1139,victim,noun
mike,1140,,
debía,1141,I owed,verb
basura,1142,"trash, waste, garbage, rubbish, nonsense",noun
señal,1143,sign,noun
abuelo,1144,grandfather,noun
ocurrió,1145,he happened; she happened; it happened,verb
segundos,1146,plural of segundo,noun
temo,1147,I have an obsession,verb
esposo,1148,husband,noun
mirar,1149,to look at,verb
estilo,1150,style (way of doing things),noun
nave,1151,"ship, vessel (with a concave hull)",noun
internacional,1152,international,adj
respeto,1153,respect,noun
maldición,1154,curse,noun
siéntate,1155,you seat,verb
pensado,1156,thinked,verb
medios,1157,"media, mass media as a whole",noun
locura,1158,"madness, craziness",noun
juro,1159,ownership,noun
prisión,1160,"prison (a place or institution of confinement, especially of long-term confinement for those convicted of serious crimes or otherwise considered undesirable by the government)",noun
encontró,1161,he meeted; she meeted; it meeted,verb
viendo,1162,seeing,verb
servicios,1163,plural of servicio,noun
parís,1164,you give birth,verb
anterior,1165,"anterior (in time), previous, earlier, former, past",adj
momentos,1166,plural of momento,noun
escribir,1167,to write,verb
prometo,1168,I promise,verb
pidió,1169,he asked for something; she asked for something; it asked for something,verb
antonio,1170,,
vidas,1171,plural of vida,noun
miles,1172,thousands,noun
bar,1173,"bar, coffee shop, café, pub (an establishment where refreshments and alcohol drinks are served)",noun
querías,1174,you desired,verb
trabaja,1175,he works; she works; it works,verb
ventana,1176,window (opening for light and air),noun
permite,1177,he allows; she allows; it allows,verb
político,1178,politician,noun
memoria,1179,memory (the ability of the brain to record information),noun
animales,1180,you inspire,verb
enfermedad,1181,"illness, disease",noun
quedó,1182,he was; she was; it was,verb
pocos,1183,plural of poco,noun
américa,1184,,
infierno,1185,hell,noun
piel,1186,skin,noun
doble,1187,"double, twice as much",noun
caliente,1188,I heat,verb
comunidad,1189,community,noun
cambiado,1190,changed,verb
saberlo,1191,to know,verb
flores,1192,you flower,verb
gracioso,1193,joker,noun
contar,1194,to count,verb
larga,1195,he chases away; she chases away; it chases away,verb
vayas,1196,you go,verb
guardia,1197,"custodian, warden (male)",noun
creía,1198,I believed,verb
visita,1199,visit,noun
regresar,1200,to return,verb
debajo,1201,"below, under",prep
podrá,1202,he will be able to; she will be able to; it will be able to,verb
natural,1203,a native; a local; an indigenous person,noun
