lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
escuchado,2203,listened to,,listened to,verb,suspicious_verb,suspicious_verb,2,False
dejaste,2215,you left,,you left,verb,suspicious_verb,suspicious_verb,2,False
hablé,2216,I talked,,I talked,verb,suspicious_verb,suspicious_verb,2,False
acabas,2217,you finish,,you finish,verb,suspicious_verb,suspicious_verb,2,False
poniendo,2222,putting,,putting,verb,suspicious_verb,suspicious_verb,2,False
video,2226,,,,,blank,blank,2,False
viven,2228,they applaud,they live,they live,verb,suspicious_verb,suspicious_verb,2,True
piensan,2240,they think,,they think,verb,suspicious_verb,suspicious_verb,2,False
pablo,2241,,,,,blank,blank,2,False
acuerdas,2243,you agree,,you agree,verb,suspicious_verb,suspicious_verb,2,False
explica,2248,he explains; she explains; it explains,you explain,you explain,verb,suspicious_verb,suspicious_verb,2,True
ei,2253,,,,,blank,blank,2,False
imagino,2262,I imagine,,I imagine,verb,suspicious_verb,suspicious_verb,2,False
creemos,2264,we create,we believe,we believe,verb,suspicious_verb,suspicious_verb,2,True
sombra,2269,,shade,shade,noun,blank,,2,True
diste,2275,you gave,I am far from,I am far from,verb,suspicious_verb,,2,True
sienta,2277,he seats; she seats; it seats,you seat,you seat,verb,suspicious_verb,suspicious_verb,2,True
tomé,2278,I took,,I took,verb,suspicious_verb,suspicious_verb,2,False
querían,2284,they desired,,they desired,verb,suspicious_verb,suspicious_verb,2,False
intentado,2285,tried,,tried,verb,suspicious_verb,suspicious_verb,2,False
sepas,2288,you know,,you know,verb,suspicious_verb,suspicious_verb,2,False
vieron,2289,they saw,,they saw,verb,suspicious_verb,suspicious_verb,2,False
perdiendo,2293,losing,,losing,verb,suspicious_verb,suspicious_verb,2,False
l,2294,,,,,blank,blank,2,False
apareció,2302,he appeared; she appeared; it appeared,,he appeared; she appeared; it appeared,verb,suspicious_verb,suspicious_verb,2,False
cae,2309,he falls; she falls; it falls,you fall,you fall,verb,suspicious_verb,suspicious_verb,2,True
actor,2311,,defendant,defendant,noun,blank,,2,True
dra.,2314,,,,,blank,blank,2,False
desapareció,2322,he disappeared; she disappeared; it disappeared,,he disappeared; she disappeared; it disappeared,verb,suspicious_verb,suspicious_verb,2,False
hablan,2324,they talk,,they talk,verb,suspicious_verb,suspicious_verb,2,False
escuchando,2326,listening to,,listening to,verb,suspicious_verb,suspicious_verb,2,False
dejan,2330,they leave,,they leave,verb,suspicious_verb,suspicious_verb,2,False
pasé,2335,I passed,,I passed,verb,suspicious_verb,suspicious_verb,2,False
adam,2343,,,,,blank,blank,2,False
conocemos,2347,we know,,we know,verb,suspicious_verb,suspicious_verb,2,False
llamé,2348,I summoned,,I summoned,verb,suspicious_verb,suspicious_verb,2,False
pasan,2356,they pass,,they pass,verb,suspicious_verb,suspicious_verb,2,False
reales,2360,,,,,blank,blank,2,False
r,2363,,,,,blank,blank,2,False
thomas,2367,,,,,blank,blank,2,False
ahi,2368,,,,,blank,blank,2,False
siguiendo,2373,following,,following,verb,suspicious_verb,suspicious_verb,2,False
kevin,2376,,,,,blank,blank,2,False
criminal,2380,,,,,blank,blank,2,False
dejando,2383,leaving,,leaving,verb,suspicious_verb,suspicious_verb,2,False
felipe,2388,,,,,blank,blank,2,False
crea,2391,he creates; she creates; it creates,you create,you create,verb,suspicious_verb,suspicious_verb,2,True
llamando,2399,summoning,,summoning,verb,suspicious_verb,suspicious_verb,2,False
conocen,2401,they know,,they know,verb,suspicious_verb,suspicious_verb,2,False
gustó,2402,he tasted; she tasted; it tasted,,he tasted; she tasted; it tasted,verb,suspicious_verb,suspicious_verb,2,False
finales,2403,,you pass on,you pass on,verb,blank,suspicious_verb,2,True
llámame,2409,I summon,,I summon,verb,suspicious_verb,suspicious_verb,2,False
eric,2410,,,,,blank,blank,2,False
intentó,2421,he tried; she tried; it tried,,he tried; she tried; it tried,verb,suspicious_verb,suspicious_verb,2,False
dígame,2426,,,,,blank,blank,2,False
ganó,2436,he gained; she gained; it gained,,he gained; she gained; it gained,verb,suspicious_verb,suspicious_verb,2,False
rock,2437,,,,,blank,blank,2,False
ofrece,2444,he offers; she offers; it offers,you offer,you offer,verb,suspicious_verb,suspicious_verb,2,True
volviendo,2446,returning,,returning,verb,suspicious_verb,suspicious_verb,2,False
anna,2447,,,,,blank,blank,2,False
j,2451,,,,,blank,blank,2,False
preguntaba,2454,I asked,,I asked,verb,suspicious_verb,suspicious_verb,2,False
llevaron,2465,they took,,they took,verb,suspicious_verb,suspicious_verb,2,False
locales,2470,,,,,blank,blank,2,False
pensamos,2472,we thought,,we thought,verb,suspicious_verb,suspicious_verb,2,False
walter,2473,,,,,blank,blank,2,False
coge,2474,he takes; she takes; it takes,you take,you take,verb,suspicious_verb,suspicious_verb,2,True
créeme,2475,I create,I believe,I believe,verb,suspicious_verb,suspicious_verb,2,True
cambió,2477,he changed; she changed; it changed,,he changed; she changed; it changed,verb,suspicious_verb,suspicious_verb,2,False
virus,2482,,,,,blank,blank,2,False
pasaba,2488,I passed,,I passed,verb,suspicious_verb,suspicious_verb,2,False
chocolate,2490,,hashish,hashish,noun,blank,,2,True
laura,2492,,,,,blank,blank,2,False
william,2497,,,,,blank,blank,2,False
olvidé,2501,I forgeted,,I forgeted,verb,suspicious_verb,suspicious_verb,2,False
pidiendo,2508,asking for something,,asking for something,verb,suspicious_verb,suspicious_verb,2,False
santiago,2510,,,,,blank,blank,2,False
oyes,2513,you hear,,you hear,verb,suspicious_verb,suspicious_verb,2,False
llegan,2516,they arrive,,they arrive,verb,suspicious_verb,suspicious_verb,2,False
durmiendo,2518,sleeping,,sleeping,verb,suspicious_verb,suspicious_verb,2,False
responde,2519,he answers; she answers; it answers,you answer,you answer,verb,suspicious_verb,suspicious_verb,2,True
pierde,2520,he loses; she loses; it loses,you lose,you lose,verb,suspicious_verb,suspicious_verb,2,True
representa,2522,he represents; she represents; it represents,you represent,you represent,verb,suspicious_verb,suspicious_verb,2,True
mataron,2523,they killed,,they killed,verb,suspicious_verb,suspicious_verb,2,False
doctora,2524,,"doctor""s wife","doctor""s wife",noun,blank,,2,True
llevamos,2526,we took,,we took,verb,suspicious_verb,suspicious_verb,2,False
comprendo,2527,I understand,,I understand,verb,suspicious_verb,suspicious_verb,2,False
dejaron,2537,they left,,they left,verb,suspicious_verb,suspicious_verb,2,False
vivía,2546,I lived,,I lived,verb,suspicious_verb,suspicious_verb,2,False
encontraste,2548,you met,,you met,verb,suspicious_verb,suspicious_verb,2,False
empezando,2554,starting,,starting,verb,suspicious_verb,suspicious_verb,2,False
tambien,2555,,,,,blank,blank,2,False
levanta,2556,he lifts; she lifts; it lifts,you lift,you lift,verb,suspicious_verb,suspicious_verb,2,True
intenté,2583,I tried,,I tried,verb,suspicious_verb,suspicious_verb,2,False
psoe,2585,,,,,blank,blank,2,False
pones,2604,you put,,you put,verb,suspicious_verb,suspicious_verb,2,False
pregunté,2605,I asked,,I asked,verb,suspicious_verb,suspicious_verb,2,False
maté,2608,I killed,,I killed,verb,suspicious_verb,suspicious_verb,2,False
ponen,2617,they put,,they put,verb,suspicious_verb,suspicious_verb,2,False
seguimos,2623,we followed,,we followed,verb,suspicious_verb,suspicious_verb,2,False
sheriff,2632,,,,,blank,blank,2,False
libras,2639,,you save,you save,verb,blank,suspicious_verb,2,True
sexy,2641,,,,,blank,blank,2,False
lópez,2644,,,,,blank,blank,2,False
escribe,2645,he writes; she writes; it writes,you write,you write,verb,suspicious_verb,suspicious_verb,2,True
trabajaba,2646,I worked,,I worked,verb,suspicious_verb,suspicious_verb,2,False
encuentras,2651,you meet,,you meet,verb,suspicious_verb,suspicious_verb,2,False
vuelvas,2653,you return,,you return,verb,suspicious_verb,suspicious_verb,2,False
electoral,2654,,,,,blank,blank,2,False
doña,2655,,,,,blank,blank,2,False
dia,2674,,,,,blank,blank,2,False
suponía,2675,I supposed,,I supposed,verb,suspicious_verb,suspicious_verb,2,False
larry,2688,,,,,blank,blank,2,False
seguía,2689,I followed,,I followed,verb,suspicious_verb,suspicious_verb,2,False
ana,2694,,,,,blank,blank,2,False
señaló,2699,he signaled; she signaled; it signaled,,he signaled; she signaled; it signaled,verb,suspicious_verb,suspicious_verb,2,False
personales,2701,,,,,blank,blank,2,False
sacó,2706,he put out; she put out; it put out,,he put out; she put out; it put out,verb,suspicious_verb,suspicious_verb,2,False
esperamos,2724,we hoped,,we hoped,verb,suspicious_verb,suspicious_verb,2,False
rodríguez,2728,,,,,blank,blank,2,False
chicago,2731,,,,,blank,blank,2,False
mental,2733,,,,,blank,blank,2,False
wow,2735,,,,,blank,blank,2,False
volví,2737,I returned,,I returned,verb,suspicious_verb,suspicious_verb,2,False
llego,2759,I arrive,,I arrive,verb,suspicious_verb,suspicious_verb,2,False
alberto,2771,,,,,blank,blank,2,False
rafael,2773,,,,,blank,blank,2,False
mataste,2775,you killed,,you killed,verb,suspicious_verb,suspicious_verb,2,False
dirige,2784,he directs; she directs; it directs,you direct,you direct,verb,suspicious_verb,suspicious_verb,2,True
juega,2786,he plays; she plays; it plays,you play,you play,verb,suspicious_verb,suspicious_verb,2,True
v,2792,,,,,blank,blank,2,False
llorando,2795,crying,,crying,verb,suspicious_verb,suspicious_verb,2,False
den,2797,they give,,they give,verb,suspicious_verb,suspicious_verb,2,False
siéntese,2807,he seats; she seats; it seats,,he seats; she seats; it seats,verb,suspicious_verb,suspicious_verb,2,False
supo,2808,he knew; she knew; it knew,,he knew; she knew; it knew,verb,suspicious_verb,suspicious_verb,2,False
dejamos,2812,we left,,we left,verb,suspicious_verb,suspicious_verb,2,False
viniste,2814,you came,,you came,verb,suspicious_verb,suspicious_verb,2,False
llegando,2816,arriving,,arriving,verb,suspicious_verb,suspicious_verb,2,False
empezamos,2824,we started,,we started,verb,suspicious_verb,suspicious_verb,2,False
disparó,2829,he shooted; she shooted; it shooted,,he shooted; she shooted; it shooted,verb,suspicious_verb,suspicious_verb,2,False
judicial,2831,,,,,blank,blank,2,False
duerme,2832,he sleeps; she sleeps; it sleeps,you sleep,you sleep,verb,suspicious_verb,suspicious_verb,2,True
javier,2835,,,,,blank,blank,2,False
caminando,2840,walking,,walking,verb,suspicious_verb,suspicious_verb,2,False
acaban,2845,they finish,,they finish,verb,suspicious_verb,suspicious_verb,2,False
dudo,2847,I doubt,,I doubt,verb,suspicious_verb,suspicious_verb,2,False
acabamos,2848,we finished,,we finished,verb,suspicious_verb,suspicious_verb,2,False
explicó,2849,he explained; she explained; it explained,,he explained; she explained; it explained,verb,suspicious_verb,suspicious_verb,2,False
abrió,2853,he opened; she opened; it opened,,he opened; she opened; it opened,verb,suspicious_verb,suspicious_verb,2,False
esperan,2857,they hope,,they hope,verb,suspicious_verb,suspicious_verb,2,False
muriendo,2860,dying,,dying,verb,suspicious_verb,suspicious_verb,2,False
pp,2869,,,,,blank,blank,2,False
salen,2879,they salt,they go out,they go out,verb,suspicious_verb,,2,True
trató,2885,he treated; she treated; it treated,,he treated; she treated; it treated,verb,suspicious_verb,suspicious_verb,2,False
debate,2891,,discussion,discussion,noun,blank,,2,True
alan,2892,,,,,blank,blank,2,False
llevando,2897,taking,,taking,verb,suspicious_verb,suspicious_verb,2,False
similar,2904,,,,,blank,blank,2,False
rompió,2907,he breaked; she breaked; it breaked,,he breaked; she breaked; it breaked,verb,suspicious_verb,suspicious_verb,2,False
enrique,2909,,,,,blank,blank,2,False
smith,2912,,,,,blank,blank,2,False
whisky,2915,,cheese,cheese,intj,blank,,2,True
presentó,2916,he presented; she presented; it presented,,he presented; she presented; it presented,verb,suspicious_verb,suspicious_verb,2,False
trabajado,2917,worked,,worked,verb,suspicious_verb,suspicious_verb,2,False
industrial,2920,,,,,blank,blank,2,False
mario,2922,,,,,blank,blank,2,False
musical,2923,,,,,blank,blank,2,False
logró,2924,he got; she got; it got,,he got; she got; it got,verb,suspicious_verb,suspicious_verb,2,False
sabéis,2928,you know,,you know,verb,suspicious_verb,suspicious_verb,2,False
robó,2929,he robed; she robed; it robed,,he robed; she robed; it robed,verb,suspicious_verb,suspicious_verb,2,False
h,2932,,,,,blank,blank,2,False
sorprende,2951,he surprises; she surprises; it surprises,you surprise,you surprise,verb,suspicious_verb,suspicious_verb,2,True
recibe,2959,he receives; she receives; it receives,you receive,you receive,verb,suspicious_verb,suspicious_verb,2,True
factores,2964,,,,,blank,blank,2,False
olvida,2966,he forgets; she forgets; it forgets,you forget,you forget,verb,suspicious_verb,suspicious_verb,2,True
busco,2970,I seek,,I seek,verb,suspicious_verb,suspicious_verb,2,False
resultó,2973,he resulted; she resulted; it resulted,,he resulted; she resulted; it resulted,verb,suspicious_verb,suspicious_verb,2,False
emma,2974,,,,,blank,blank,2,False
conseguí,2978,I achieved,you achieve,you achieve,verb,suspicious_verb,suspicious_verb,2,True
diego,2982,,,,,blank,blank,2,False
pérez,2985,,,,,blank,blank,2,False
murieron,2986,they died,,they died,verb,suspicious_verb,suspicious_verb,2,False
pasamos,2990,we passed,,we passed,verb,suspicious_verb,suspicious_verb,2,False
supiera,2994,I knew,,I knew,verb,suspicious_verb,suspicious_verb,2,False
siguió,2997,he followed; she followed; it followed,,he followed; she followed; it followed,verb,suspicious_verb,suspicious_verb,2,False
grace,3001,,,,,blank,blank,2,False
rusia,3002,,,,,blank,blank,2,False
julia,3003,,,,,blank,blank,2,False
compré,3004,I buyed,,I buyed,verb,suspicious_verb,suspicious_verb,2,False
aprendido,3008,learned,,learned,verb,suspicious_verb,suspicious_verb,2,False
podéis,3009,you prune,you are able to,you are able to,verb,suspicious_verb,,2,True
indica,3013,he indicates; she indicates; it indicates,you indicate,you indicate,verb,suspicious_verb,suspicious_verb,2,True
sara,3024,,,,,blank,blank,2,False
aseguro,3028,I secure,,I secure,verb,suspicious_verb,suspicious_verb,2,False
roger,3030,,,,,blank,blank,2,False
miami,3031,,,,,blank,blank,2,False
materiales,3039,,,,,blank,blank,2,False
corresponde,3045,he corresponds to; she corresponds to; it corresponds to,you correspond to,you correspond to,verb,suspicious_verb,suspicious_verb,2,True
vean,3048,they see,,they see,verb,suspicious_verb,suspicious_verb,2,False
afirmó,3052,he stated; she stated; it stated,,he stated; she stated; it stated,verb,suspicious_verb,suspicious_verb,2,False
amaba,3054,I loved,,I loved,verb,suspicious_verb,suspicious_verb,2,False
cabe,3055,he fits; she fits; it fits,you fit,you fit,verb,suspicious_verb,suspicious_verb,2,True
sucedido,3058,happened,,happened,verb,suspicious_verb,suspicious_verb,2,False
km,3061,,,,,blank,blank,2,False
simon,3068,,,,,blank,blank,2,False
fundamental,3069,,,,,blank,blank,2,False
aseguró,3081,he secured; she secured; it secured,,he secured; she secured; it secured,verb,suspicious_verb,suspicious_verb,2,False
ideal,3085,,,,,blank,blank,2,False
oigo,3087,I hear,,I hear,verb,suspicious_verb,suspicious_verb,2,False
trabajas,3090,you work,,you work,verb,suspicious_verb,suspicious_verb,2,False
vivimos,3094,we lived,,we lived,verb,suspicious_verb,suspicious_verb,2,False
miró,3096,he looked at; she looked at; it looked at,,he looked at; she looked at; it looked at,verb,suspicious_verb,suspicious_verb,2,False
