lemma,rank,translation,pos
posibilidad,986,possibility,Noun
escuchar,987,to listen to,Verb
terminar,988,to finish,Verb
diferencia,989,difference,Noun
escena,990,scene,Noun
humano,991,human,Adjective
caballeros,992,horseman,Noun
departamento,993,department,Noun
datos,994,data,Noun
defensa,995,defense,Noun
evitar,996,to avoid,Verb
negocios,997,business; enterprise,Noun
simple,998,mere; ordinary,Adjective
eras,999,age,Noun
objetivo,1000,objective,Adjective
cabo,1001,end; edge; extremity,Noun
verdadero,1002,true; real,Adjective
abuela,1003,grandmother; female equivalent of abuelo,Noun
prensa,1004,press,Noun
novio,1005,boyfriend,Noun
canción,1006,song,Noun
llamó,1007,he summoned; she summoned; it summoned,Verb
haremos,1008,we will do,Verb
rato,1009,bit; a while,Noun
gustan,1010,they taste,Verb
juicio,1011,reason; good judgement,Noun
estúpido,1012,stupid,Adjective
tonto,1013,stupid,Adjective
puntos,1014,point,Noun
relaciones,1015,relation,Noun
cine,1016,cinema; moviehouse,Noun
aquellos,1017,those over there,Determiner
tenían,1018,they had,Verb
asi,1019,,
río,1020,river,Noun
joe,1021,,
uso,1022,use,Noun
condiciones,1023,condition,Noun
muchachos,1024,boy,Noun
especialmente,1025,specially,Adverb
destino,1026,fate; destiny,Noun
serie,1027,series,Noun
juez,1028,judge,Noun
george,1029,,
quédate,1030,you are,Verb
nuevas,1031,new,Adjective
fuerzas,1032,force,Noun
entender,1033,to understand,Verb
fotos,1034,photo; photograph,Noun
contrario,1035,contrary; opposite,Adjective
avión,1036,plane; airplane; aeroplane,Noun
hermosa,1037,lovely; gorgeous; handsome; beautiful,Adjective
matrimonio,1038,marriage,Noun
ninguno,1039,no; none,Determiner
serán,1040,they will be,Verb
televisión,1041,television,Noun
cocina,1042,kitchen,Noun
edificio,1043,building,Noun
tiempos,1044,time,Noun
mismos,1045,self,Adjective
dulce,1046,sweet,Adjective
frío,1047,cold,Adjective
vieja,1048,old,Noun
sorpresa,1049,surprise,Noun
boda,1050,wedding,Noun
libros,1051,book,Noun
marcha,1052,march,Noun
prisa,1053,rush; hurry; urgency,Noun
intento,1054,attempt,Noun
piso,1055,floor; ground,Noun
interés,1056,interest,Noun
precio,1057,price,Noun
luis,1058,louis,Noun
acabó,1059,he finished; she finished; it finished,Verb
c,1060,,
salida,1061,exit; way out,Noun
acá,1062,here,Adverb
terrible,1063,awful; horrible,Adjective
primeros,1064,first; former; first one,Adjective
tom,1065,,
humanos,1066,human,Adjective
época,1067,era; age; time; epoch,Noun
llevo,1068,I take,Verb
luna,1069,moon,Noun
cuestión,1070,issue; matter; question,Noun
resulta,1071,you result,Verb
volvió,1072,he returned; she returned; it returned,Verb
presencia,1073,presence,Noun
entrada,1074,entrance,Noun
cumpleaños,1075,birthday,Noun
informe,1076,report,Noun
central,1077,headquarter,Noun
efecto,1078,effect,Noun
encontramos,1079,we met,Verb
europa,1080,,
esperaba,1081,I hoped,Verb
culo,1082,ass; arse; rear; booty,Noun
muerta,1083,dead,Adjective
mirando,1084,looking at,Verb
miembros,1085,member,Noun
llevó,1086,he took; she took; it took,Verb
tren,1087,train,Noun
decirme,1088,to say,Verb
abre,1089,you open,Verb
necesidad,1090,need,Noun
muestra,1091,sample; sampling,Noun
caballo,1092,horse,Noun
diría,1093,I would say,Verb
naturaleza,1094,nature,Noun
triste,1095,sad; blue; gloomy; saddened,Adjective
presente,1096,present,Adjective
intentando,1097,trying,Verb
jesús,1098,,
tía,1099,uncle,Noun
teniente,1100,lieutenant,Noun
reina,1101,queen,Noun
honor,1102,,
resultados,1103,result; upshot; outcome; finding,Noun
cantidad,1104,amount,Noun
español,1105,Spanish,Adjective
apoyo,1106,support,Noun
regalo,1107,gift; present,Noun
tengas,1108,you have,Verb
méxico,1109,,
misión,1110,quest; mission,Noun
carajo,1111,cock,Noun
horrible,1112,,
lucha,1113,fray; fight; fighting,Noun
paciente,1114,patient,Adjective
crimen,1115,violent crime,Noun
tendrás,1116,you will have,Verb
estés,1117,you are,Verb
broma,1118,joke; prank; practical joke,Noun
podido,1119,been able to,Verb
anda,1120,a bier or small platform,Noun
santa,1121,saintess; female equivalent of santo,Noun
vestido,1122,dressed,Adjective
vienen,1123,they come,Verb
militar,1124,to participate actively in a political organization,Verb
navidad,1125,Christmas present,Noun
cerebro,1126,brain,Noun
drogas,1127,drug,Noun
sacar,1128,to put out,Verb
ciento,1129,one hundred,Number
tendría,1130,I would have,Verb
metros,1131,meter,Noun
permiso,1132,permission,Noun
amable,1133,kind; amiable; gracious,Adjective
menor,1134,small; little,Adjective
resultado,1135,result; upshot; outcome; finding,Noun
das,1136,you give,Verb
varias,1137,various,Adjective
detective,1138,,
víctima,1139,victim,Noun
mike,1140,,
debía,1141,I owed,Verb
basura,1142,trash; waste; garbage; rubbish,Noun
señal,1143,sign,Noun
abuelo,1144,grandfather,Noun
ocurrió,1145,he happened; she happened; it happened,Verb
segundos,1146,second,Adjective
temo,1147,I have an obsession,Verb
esposo,1148,husband,Noun
mirar,1149,to look at,Verb
estilo,1150,style,Noun
nave,1151,ship; vessel,Noun
internacional,1152,international,Adjective
respeto,1153,respect,Noun
maldición,1154,curse,Noun
siéntate,1155,you seat,Verb
pensado,1156,thought,Verb
medios,1157,media; mass media as a whole,Noun
locura,1158,madness; craziness,Noun
juro,1159,ownership,Noun
prisión,1160,prison,Noun
encontró,1161,he met; she met; it met,Verb
viendo,1162,seeing,Verb
servicios,1163,service,Noun
parís,1164,you give birth,Verb
anterior,1165,former; earlier; previous,Adjective
momentos,1166,moment; instant,Noun
escribir,1167,to write,Verb
prometo,1168,I promise,Verb
pidió,1169,,
antonio,1170,,
vidas,1171,life,Noun
miles,1172,thousands,Noun
bar,1173,pub; café; coffee shop,Noun
querías,1174,you desired,Verb
trabaja,1175,you work,Verb
ventana,1176,window,Noun
permite,1177,you allow,Verb
político,1178,political,Adjective
memoria,1179,memory,Noun
animales,1180,you inspire,Verb
enfermedad,1181,illness; disease,Noun
quedó,1182,he was; she was; it was,Verb
pocos,1183,little; not much,Determiner
américa,1184,,
infierno,1185,hell,Noun
piel,1186,skin,Noun
doble,1187,double,Adjective
caliente,1188,hot; warm,Adjective
comunidad,1189,community,Noun
cambiado,1190,changed,Adjective
saberlo,1191,to know,Verb
flores,1192,flower,Noun
gracioso,1193,funny; amusing,Adjective
contar,1194,to count,Verb
larga,1195,long,Adjective
vayas,1196,expresses surprise,Noun
guardia,1197,warden; custodian,Noun
creía,1198,I believed,Verb
visita,1199,visit,Noun
regresar,1200,to return,Verb
debajo,1201,below; under,Preposition
podrá,1202,he will be able to; she will be able to; it will be able to,Verb
natural,1203,native; indigenous,Adjective
enseguida,1204,immediately,Adverb
teatro,1205,theater,Noun
tratar,1206,to treat,Verb
oír,1207,to hear,Verb
mundial,1208,global,Adjective
riesgo,1209,risk; chance,Noun
leer,1210,to read,Verb
inteligente,1211,intelligent,Adjective
parecer,1212,to seem,Verb
nueve,1213,nine,Number
espalda,1214,back,Noun
estuviera,1215,I was,Verb
operación,1216,operation,Noun
coronel,1217,colonel,Noun
compañero,1218,companion,Noun
tuya,1219,thuja,Noun
doy,1220,I give,Verb
verano,1221,summer,Noun
maravilloso,1222,wonderful; marvelous,Adjective
derechos,1223,straight,Adjective
ideas,1224,you devise,Verb
esperanza,1225,hope; hopefulness,Noun
adentro,1226,inside,Adverb
sucedió,1227,he happened; she happened; it happened,Verb
vine,1228,I came,Verb
hechos,1229,done; completed,Adjective
baile,1230,dance,Noun
francia,1231,,
creen,1232,they believe,Verb
blanca,1233,minim; half note,Noun
golpe,1234,hit; blow; strike,Noun
educación,1235,education,Noun
empezó,1236,he started; she started; it started,Verb
tendré,1237,I will have,Verb
hermanos,1238,brother,Noun
pedir,1239,to ask for something,Verb
santo,1240,holy; godly,Adjective
dale,1241,OK; right; okey dokey,interjection
llamas,1242,flame,Noun
beber,1243,to drink,Verb
viva,1244,alive; living,Adjective
peter,1245,,
agradable,1246,pleasant; agreeable,Adjective
hicimos,1247,we did,Verb
julio,1248,July,Noun
domingo,1249,Sunday,Noun
disculpa,1250,excuse,Noun
isla,1251,island,Noun
azul,1252,blue,Adjective
pregunto,1253,I ask,Verb
excelente,1254,superb; excellent; brilliant,Adjective
completo,1255,full; complete,Adjective
victoria,1256,victory,Noun
obras,1257,work,Noun
hablado,1258,oral; spoken,Adjective
medida,1259,gauge; measure; measurement,Noun
hazlo,1260,you do,Verb
alegro,1261,I make happy,Verb
deje,1262,accent,Noun
regreso,1263,return,Noun
trae,1264,you bring,Verb
nota,1265,note; memo,Noun
lleno,1266,full,Adjective
importantes,1267,important; that cares; that matters,Adjective
temprano,1268,early,Adjective
superior,1269,upper; higher,Adjective
hogar,1270,home,Noun
planeta,1271,planet,Noun
veras,1272,truth; reality,Noun
actual,1273,present; current,Adjective
producción,1274,production,Noun
solamente,1275,only; alone; merely,Adverb
cultura,1276,culture,Noun
unidad,1277,unit,Noun
motivo,1278,reason; ground; motive,Noun
capital,1279,,
hermoso,1280,lovely; gorgeous; handsome; beautiful,Adjective
estación,1281,station,Noun
banda,1282,band,Noun
comisión,1283,committee,Noun
dando,1284,giving,Verb
modos,1285,way; manner,Noun
cerveza,1286,beer,Noun
salvar,1287,to save,Verb
bolsa,1288,bag,Noun
espíritu,1289,soul; spirit,Noun
confianza,1290,trust; confidence,Noun
necesitan,1291,they need,Verb
hablo,1292,I talk,Verb
presión,1293,pressure,Noun
tomó,1294,he took; she took; it took,Verb
cliente,1295,client,Noun
abrir,1296,to open,Verb
cuántos,1297,how many,Pronoun
sueños,1298,sleep; slumber,Noun
rojo,1299,red,Adjective
enfermo,1300,ill; sick,Adjective
londres,1301,,
calor,1302,heat,Noun
crisis,1303,fit; attack,Noun
estrella,1304,star,Noun
ojo,1305,eye,Noun
escrito,1306,written,Adjective
pareja,1307,couple,Noun
diario,1308,daily,Adjective
lindo,1309,pretty,Adjective
órdenes,1310,order,Noun
peso,1311,weight,Noun
importancia,1312,importance,Noun
red,1313,web; mesh,Noun
hablamos,1314,we talked,Verb
acto,1315,act,Noun
ése,1316,that one,Pronoun
d,1317,of,Preposition
cartas,1318,letter,Noun
acaso,1319,perhaps,Adverb
grupos,1320,group,Noun
peligroso,1321,perilous; dangerous,Adjective
vuelva,1322,he returns; she returns; it returns,Verb
asuntos,1323,issue; matter; business,Noun
nombres,1324,name,Noun
verás,1325,you will see,Verb
listos,1326,smart; clever,Adjective
solía,1327,I tended to,Verb
brazos,1328,arm,Noun
teniendo,1329,having,Verb
pista,1330,track; trail; course,Noun
área,1331,area,Noun
sargento,1332,sergeant,Noun
linda,1333,pretty,Adjective
empieza,1334,you start,Verb
actividad,1335,activity,Noun
james,1336,,
organización,1337,organization,Noun
calma,1338,calm; stillness; peacefulness,Noun
pequeños,1339,small; little,Adjective
pesetas,1340,,
excepto,1341,except,Preposition
b,1342,,
suyo,1343,his; its; hers,Pronoun
té,1344,tea,Noun
ganas,1345,wish; want; desire,Noun
pelea,1346,fight; brawl,Noun
cenar,1347,to dine,Verb
capacidad,1348,ability; capacity; capability,Noun
popular,1349,Pertaining to PP; a Spanish political party,Adjective
enorme,1350,huge; enormous,Adjective
teníamos,1351,we had,Verb
propósito,1352,purpose,Noun
bonita,1353,cute; pretty,Adjective
puedas,1354,you are able to,Verb
lee,1355,you read,Verb
cuello,1356,neck,Noun
brazo,1357,arm,Noun
sabías,1358,you knew,Verb
mirada,1359,look; glance,Noun
daré,1360,I will give,Verb
obtener,1361,to obtain,Verb
porqué,1362,a reason,Noun
llave,1363,key,Noun
población,1364,population,Noun
copa,1365,glass; stemmed glass; goblet or its content,Noun
ayudarte,1366,to help,Verb
recordar,1367,to remember,Verb
quise,1368,I desired,Verb
modelo,1369,model,Noun
rico,1370,rich,Adjective
reglas,1371,rule,Noun
aprender,1372,to learn,Verb
responsable,1373,answerable; responsible,Adjective
calidad,1374,quality,Noun
fe,1375,faith,Noun
local,1376,rooms; premises,Noun
quedar,1377,to be,Verb
española,1378,a female Spaniard,Noun
leche,1379,milk,Noun
empresas,1380,company,Noun
inglés,1381,English,Adjective
quedan,1382,they are,Verb
piernas,1383,leg,Noun
joder,1384,to annoy,Verb
profesional,1385,professional,Adjective
sector,1386,section,Noun
comandante,1387,commander,Noun
costa,1388,coast; coastline,Noun
pública,1389,public,Adjective
noticia,1390,notice,Noun
harás,1391,you will do,Verb
parar,1392,to stop,Verb
pan,1393,bread,Noun
alguno,1394,any; some,Determiner
distancia,1395,distance,Noun
humana,1396,human,Adjective
lugares,1397,place,Noun
recursos,1398,writ,Noun
estudios,1399,study,Noun
definitivamente,1400,definitely,Adverb
fiscal,1401,prosecuting,Adjective
corre,1402,you run,Verb
podamos,1403,we are able to,Verb
soldados,1404,soldier,Noun
necesitaba,1405,I needed,Verb
veré,1406,I will see,Verb
zapatos,1407,shoe,Noun
equivocado,1408,wrong; mistaken,Adjective
acciones,1409,act; deed; action,Noun
familiar,1410,family; familial,Adjective
perra,1411,female dog,Noun
comenzó,1412,he began; she began; it began,Verb
planes,1413,,
dieron,1414,they gave,Verb
razones,1415,reason,Noun
parecen,1416,they seem,Verb
casas,1417,house,Noun
opción,1418,option,Noun
carácter,1419,character,Noun
inmediatamente,1420,immediately,Adverb
caer,1421,to fall,Verb
máquina,1422,machine,Noun
cuentas,1423,count; tally,Noun
figura,1424,figure,Noun
líder,1425,leader,Noun
intentar,1426,to try,Verb
elección,1427,election,Noun
vienes,1428,you come,Verb
batalla,1429,battle,Noun
aspecto,1430,aspect,Noun
voluntad,1431,will; wish; want; desire,Noun
trasero,1432,back; back-side; rear-side; posterior,Adjective
colegio,1433,school,Noun
henry,1434,,
llaman,1435,they summon,Verb
tocar,1436,to touch,Verb
vuelo,1437,flight,Noun
ocupado,1438,occupied,Adjective
apuesto,1439,handsome; good-looking,Adjective
verme,1440,worm,Noun
tratamiento,1441,treatment,Noun
depende,1442,you depend,Verb
decirlo,1443,to say,Verb
llena,1444,full,Adjective
diablo,1445,devil,Noun
dejé,1446,I left,Verb
fútbol,1447,football,Noun
viernes,1448,Friday,Noun
ganado,1449,gained; earned,Adjective
civil,1450,,
jugando,1451,playing,Verb
enemigo,1452,adverse; hostile,Adjective
francisco,1453,,
verde,1454,green,Adjective
luces,1455,light,Noun
grave,1456,serious,Adjective
campaña,1457,campaign,Noun
correr,1458,to run,Verb
culpable,1459,guilty,Adjective
entiende,1460,you understand,Verb
fecha,1461,date,Noun
mediante,1462,by means of; through,Preposition
sociales,1463,,
tribunal,1464,court,Noun
pedido,1465,order,Noun
bomba,1466,bomb,Noun
volveré,1467,I will return,Verb
cuales,1468,as; like; in the manner of,Pronoun
darme,1469,to give,Verb
artículo,1470,Article,Noun
absolutamente,1471,totally; entirely; absolutely; completely,Adverb
mary,1472,,
análisis,1473,analysis,Noun
sepa,1474,dunno; who knows,phrase
absoluto,1475,absolute,Adjective
velocidad,1476,speed,Noun
conversación,1477,conversation,Noun
bailar,1478,to dance,Verb
pasada,1479,transit; crossing,Noun
tanta,1480,so much,Adverb
tuviera,1481,I had,Verb
usa,1482,you use,Verb
verla,1483,to see,Verb
iremos,1484,we will go,Verb
directamente,1485,directly; firsthand,Adverb
escúchame,1486,I listen to,Verb
tomado,1487,drunk,Adjective
decidido,1488,decided,Adjective
clases,1489,tuition,Noun
llevaba,1490,I took,Verb
películas,1491,film,Noun
acceso,1492,access,Noun
teoría,1493,theory,Noun
terminó,1494,he finished; she finished; it finished,Verb
responsabilidad,1495,responsibility; responsibleness,Noun
barcelona,1496,,
ciencia,1497,science,Noun
puertas,1498,door,Noun
tí,1499,,
sentimientos,1500,feeling,Noun
economía,1501,economy,Noun
congreso,1502,congress,Noun
comunicación,1503,communication,Noun
habéis,1504,you have,Verb
preocupa,1505,you worry,Verb
tuvimos,1506,we had,Verb
intenta,1507,you try,Verb
políticos,1508,political,Adjective
preparado,1509,prepared,Adjective
menudo,1510,what,Adjective
vea,1511,he sees; she sees; it sees,Verb
hacerle,1512,to do,Verb
objeto,1513,object,Noun
calles,1514,street,Noun
estrellas,1515,star,Noun
unión,1516,union,Noun
bill,1517,,
harry,1518,,
cierta,1519,true,Adjective
