rank,sentence
803,Lo he dicho y aún no lo entiendes.
804,Uno se encuentra sobre mí.
805,Di algo cuando quieras mike.
806,Tengo que llegar al fondo de esto.
807,Pensaba que era un dj de radio.
808,Usted cree que eso existe.
809,La srta. Pérez dejó una nota en recepción.
810,No puedes darle esa oportunidad.
811,F fuerza ejercida sobre el pedal en dan.
812,Está en el baño también.
813,He tenido que hacerlo a la carrera.
814,No conoces tu propia casa.
815,Se prepara para la acción.
816,No cabe duda de que es inglés.
817,Has vuelto a la casa.
818,Los he buscado por todas partes.
819,Yo sé lo que pasa en su interior.
820,La votación tendrá lugar el de diciembre de.
821,Es imposible que supiera lo que estaba pasando.
822,Todos ellos van a tener que pagar.
823,Se trata de un tema extraordinaria mente importante.
824,Soy el mas divertido aquí.
825,Creí que estaba en la sala.
826,Acabo de ver un poco de sujetador.
827,Estoy en el negocio de los libros.
828,Hasta el punto que apenas puedo tragar.
829,Se va a la cama a las ocho.
830,Entonces nos vemos en la próxima reunión.
831,Así que estaba en el ejército.
832,Su familia se perdió en el mar.
833,Si no lo hicieran estaré obligado a considerar su presencia aquí como un acto de guerra.
834,Bien voy a ir a esa cita.
835,Yo creo que es el pelo.
836,Un abogado declara su caso.
837,Son diferentes de los demás.
838,Estás diciendo que el conoce algo mejor.
839,Señor recuerda cómo llego aquí.
840,El dia antes del asesinato.
841,Recuerdas mi número de teléfono.
842,No sé ni dónde vive.
843,Ay verdades que en amor.
844,Una sola fuente de energía.
845,En el banco en el banco.
846,No es de un trabajo de arte.
847,Qué es una empresa conjunta.
848,La foto está muy bien.
849,De una vida normal que tendrás.
850,"No seas pesado, anda."
851,Número de casos de muestra bajo.
852,La familia de mi novia.
853,A menos que estés totalmente seguro.
854,Importaciones de otros terceros países en toneladas.
855,La salida de la izquierda.
856,Siento no haberla podido conocer mejor.
857,Usted está hablando con el proyecto de dios.
858,Pensé que estaría en casa.
859,Todo lo que quiere decir a la cámara.
860,No sabemos la causa de muerte.
861,A esa hora estábamos cenando.
862,Voy a llorar nena cállate.
863,Cuándo crees que será capaz de volver a trabajar.
864,Me gustabas mucho a pesar de todo.
865,En una iglesia entre todos los lugares.
866,Parecía ser una buena idea en ese momento.
867,Incluso pasé todas las pruebas.
868,Al fondo a la derecha.
869,Un siglo no es nada para nosotros.
870,Así que vas a necesitar mantener la calma.
871,Ministro de asuntos exteriores.
872,Uh esta no es una buena noche.
873,Me decía que era para hacerlas sentir seguras.
874,Ella no quiere nada salvo lo mejor para sí misma.
875,Baja el micrófono para verlo.
876,Quienes son ellos quienes aquellos que te querían matar.
877,No debería haberle dejado volver.
878,No sabes lo que le hicieron en ese hospital tim.
879,Está dentro de la caja fuerte.
880,Aquí está tu regalo profesor.
881,Estuve a millas de francia junto a extraños de la guerra.
882,Yo estoy a cargo de acuerdo.
883,La formación de la opinión es importante.
884,Vayamos a ese club banco de sangre.
885,Quiero que vayas a verlo.
886,He venido a decirte la verdad.
887,Solo que no las encontré.
888,El desarrollo de la conciencia de la seguridad.
889,Me da igual haz lo que quieras.
890,Se metió en aquella sala.
891,Nuestro hijo fue un accidente.
892,Que venga quien quiera.
893,Creo que carlos tiene una aventura.
894,Creí que habíamos terminado por hoy.
895,Me entretuve en el mercado.
896,He estado pensando acerca de nuestro próximo viaje.
897,Total p m.
898,Sólo sal de aquí esta noche.
899,Tengo varios novios a la vez.
900,Yo tampoco quiero que eso pase.
901,No soy un técnico cualquiera muchas gracias.
902,No tienes nada que decir david.
903,He pesado todo el oro.
904,Un encuentro en tu casa drogas por sexo.
905,Hay otras cosas que tienen valor.
906,No hay cena para mí.
907,Cómo puede este deseo ser para ti.
908,Mi teléfono no funciona bien últimamente.
909,No tenía que comprar algo más.
910,Ahora es momento de tomar posición.
911,Voy a volver al estudio.
912,Estás seguro que quieres hacer ese movimiento.
913,Finalmente estoy feliz por primera vez.
914,Lo mejor haces nuevos amigos.
915,No me salió tan mal.
916,Los niños están muertos de hambre.
917,Estás completamente seguro de todo esto.
918,Me encanta que seas chino.
919,De todas formas dime siempre dónde estás.
920,Vamos a perdernos el complejo norte.
921,Aun así no tan diferente por haber matado tantos de tu raza.
922,No sé adónde la llevaron.
923,Me perdí y lo lamento.
924,Nunca he tenido la experiencia de algo así.
925,Debido a que parece que cómo qué.
926,Estás loca si crees que no lo sabía.
927,Dejaré que vuelvas a lo tuyo.
928,La profundidad edificable máxima de m.
929,Una ambulancia llega todo estará bien.
930,Quiero tener una charla con vosotros.
931,Nadie en la planta alta.
932,No fuiste tú quien lo dijo.
933,Te enviaré la información de los tipos.
934,Así que no habrá contacto entre grupos.
935,Amor es algo bueno para el alma.
936,Para ser un tipo que parece tan tranquilo.
937,Es eso algo que te dijeron.
938,Espacio de color de trabajo.
939,Creo que no se la hace justicia.
940,Nunca se acabará este placer.
941,Bueno disculpe pero no tengo otra cosa que hacer.
942,Así que no fui yo el que lo mató verdad.
943,En un radio de km.
944,Tengo el apartamento que busca.
945,Dos de los nuestros están muertos.
946,Mi mañana comienza como cualquier otra pero muy pronto se pone extraña.
947,También dañan la imagen de los países acp.
948,Nuestra especie no puede matar.
949,No creo que le pudiera servir.
950,Los ex empleados que fueron asesinados recientemente.
951,Ahora no puedo te llamo luego.
952,Entonces se puso en contacto me dijo que tenía una hija de años de la que nunca supe.
953,Por el telescopio cuando entra y sale de la tienda de yogurt.
954,Tú lo has hecho un montón.
955,No quiero ir a la cárcel.
956,Es hora de ir a la tienda.
957,Por orden de la corte.
958,No sé lo suficiente de la carne.
959,Solo quiero que tengas éxito.
960,No creo haber conocido a nadie que viva en un faro.
961,La madre de un muchacho campesino.
962,Cuándo fue la última vez que viste a este chico.
963,Cree que me pongo en peligro.
964,Es la principal contribución de este informe.
965,Creo que es hora de ir hacia delante.
966,Gracias por una noche y un día interesante.
967,No todo sale de ahí.
968,Al final sí pude ir.
969,Ninguna de esas películas tienen nada en común.
970,Es el modo en que hablas.
971,Nunca creí que te encontraría.
972,No quiero tener sexo en un barco.
973,Por eso no sientes dolor.
974,Está aquí a mis pies.
975,No tenías que venir hoy.
976,Es mucho más bonito así.
977,Este traje es de mi padre.
978,Él se dirigía al sur.
979,Han pasado años desde su ataque.
980,No no creo que no me has entendido.
981,Señor presidente hay un par de cosas que quisiera comentar.
982,Michael era como un hermano.
983,Podrían volver sanos y salvos en unos diez minutos.
984,Bueno creo que acabamos de encontrar un maestro.
985,Con frecuencia los delitos cometidos por jóvenes no se denuncian.
986,Es un símbolo de posibilidad.
987,Solo se pueden ver sus manos y escuchar su voz.
988,No me importa podemos terminar.
989,Uno no hace la diferencia.
990,Es una escena del crimen del fbi.
991,Ahora en humano por favor.
992,Por aquí señoras y caballeros.
993,El departamento ya está tomado.
994,Nadie de acuerdo a la base de datos del fbi.
995,A la defensa durante la investigación.
996,No puedo evitar pensar en eso lo entiende.
997,De verdad está aquí por negocios.
998,Así de claro y simple.
999,De niño eras muy tranquilo.
1000,Cuál podría ser su objetivo.
1001,Me recuerda a aquella noche en cabo.
1002,Tu hermana tiene un verdadero problema.
1003,No estoy seguro de que fuera tu abuela.
1004,No quiero hablar con la prensa otra vez.
1005,Es el padre de mi novio.
1006,Por qué pones esta canción.
1007,Mamá me llamó a mí.
1008,Haremos todo lo que podamos por ti.
1009,Está bien si me voy un rato.
1010,Me gustan las cosas como estan.
1011,Qué tal un segundo juicio abogado.
1012,Entonces eres aún más estúpido de lo que me imaginaba.
1013,El pueblo no es tonto.
1014,Te refieres de puntos.
1015,En fue ministro de relaciones exteriores.
1016,La noche de cine estuvo bien.
1017,Aquellos que roban y saquean.
1018,Tenían razón desde el principio.
1019,Yo puedo hacer algo asi no lo crees.
1020,A la izquierda se ve el río.
1021,Mi padre era el joe original.
1022,Hagamos un uso responsable de los recursos.
1023,Te parece que el jardín está en condiciones.
1024,Se van a casa muchachos.
1025,Especialmente para alguien que en realidad no ha pensado en ello.
1026,No puedo cambiar mi destino.
1027,Es una serie de verdad capítulos.
1028,El juez en su causa.
1029,Dile a george a ver que piensa.
1030,Haz lo que te diga y quédate a mi lado.
1031,El conocimiento las nuevas ideas.
1032,Se enfrentarán a la mayoría de las fuerzas.
1033,Por qué no intenta entender.
1034,Lo tienes un montón de fotos.
1035,De lo contrario deje un mensaje.
1036,Están llegando a un avión.
1037,La vida ha sido hermosa.
1038,No está listo para el matrimonio.
1039,Ninguno de los teléfonos está funcionando.
1040,Serán las ocho o así.
1041,La hora de serie de televisión.
1042,No puedes trabajar en mi cocina.
1043,Hay mucho espacio en el centro del edificio.
1044,En malos tiempos como este tienen muchas opciones.
1045,Así que paramos para comprobarlo por nosotros mismos.
1046,Oh no es dulce eso.
1047,Yo digo que va a hacer frío.
1048,No estoy muy vieja para ponerme el rosa.
1049,No es que es una sorpresa.
1050,El día de mi boda.
1051,El apartamento lleno de libros raros.
1052,Estamos en marcha de nuevo.
1053,Quiero decir por qué tanta prisa.
1054,Intento que el mundo sea un poco mejor.
1055,Creí que ibas a hacer un segundo piso.
1056,Lo hemos escuchado con gran interés.
1057,Necesitamos algo de mejor precio.
1058,Ciudad de san luis fm.
1059,La hora de visitas acabó.
1060,Do c de p.
1061,No hay salida de este lugar.
1062,Se puede hacer eso acá.
1063,Creo que ha habido un terrible error.
1064,Quiero un registro del alcance en los primeros metros para mañana.
1065,No quiero despertar a tom.
1066,Los derechos humanos y la extrema pobreza.
1067,Creo que es en esa época.
1068,La chica ha dicho que ella se lo llevo.
1069,Un poco más de luz de luna.
1070,La cuestión de la ciudadanía.
1071,Resulta que es mucho mucho peor.
1072,Nunca más volvió después de eso.
1073,Tienes razón en tener miedo en mi presencia.
1074,Bien este es el único punto de entrada correcto.
1075,Es el cumpleaños de su hija.
1076,Informe de la comisión com final.
1077,En la oficina central se darán cuenta.
1078,Carácter latino v como efecto mariposa ella misma.
1079,No es muy bueno tampoco encontramos otro mejor.
1080,En el conjunto de europa.
1081,En realidad esperaba poder hablar con tu hermana.
1082,Salió del culo de mi amigo.
1083,Nunca había visto una persona muerta.
1084,Quiero decir aún si estaba mirando.
1085,C los dos tipos de miembros.
1086,Sólo que la señora vino y se la llevó hace dos días.
1087,Se puede ir en tren.
1088,Algo más que quieras decirme.
1089,Abre la puerta se cierra.
1090,No tienes necesidad de ir.
1091,Éste es un momento una muestra de lo que tendrás algún día.
1092,Mira lo que le hizo a este caballo.
1093,Nunca nos diría dónde están.
1094,En la naturaleza de cosas.
1095,Esta historia es muy triste.
1096,Vamos no hay tiempo como el presente.
1097,Vio a alguien intentando hacer algo.
1098,Jesús qué ha hecho con eso.
1099,Su tía no es tan vieja.
1100,Teniente qué cree que está haciendo aquí.
1101,La reina del campo ella es.
1102,Por supuesto será un honor.
1103,Así pues se trata solo de los resultados.
1104,Tenemos suerte de tener esta cantidad.
1105,Nombre en español la persecución en el cielo.
1106,Necesitamos el apoyo de los estados miembros.
1107,No es tu regalo de cumpleaños.
1108,"Cuando tengas tiempo, me llamas."
1109,Qué está haciendo en méxico.
1110,Mi misión desde hace años.
1111,Qué carajo es lo que pasa.
1112,Ese día por primera vez tuve un sentimiento horrible.
1113,No será una lucha justa entonces.
1114,No sabía que ella era la paciente.
1115,Qué le indica la escena del crimen.
1116,Tendrás que venir a la fiesta para averiguarlo.
1117,Espero que estés mejor.
1118,Es la broma de la familia.
1119,Por qué no he podido hacerlo.
1120,La guerra anda mal como siempre.
1121,Nadie quiere hacer de santa.
1122,Te ves hermosa en ese vestido.
1123,Oh dios mío vienen en esta dirección.
1124,Un ex militar o algo así.
1125,Soy un bebé de navidad.
1126,Lo que necesita es cerebro.
1127,Su padre tenía drogas cerca de su hijo.
1128,A quién van a sacar.
1129,Por por ciento se lo salvamos completo.
1130,Yo tendría más cuidado.
1131,He pasado a menos de metros.
1132,Me dijo que tenía permiso.
1133,Todo el mundo parece muy amable.
