rank,lemma,word,old_sentence,failure_reason
606,llevar,llevar,Me puede dar un café para llevar.,retrieved
608,ejemplo,ejemplo,Por ejemplo solo todo esto y todo esto.,retrieved
610,control,control,Hay una bomba en el cuarto de control.,retrieved
612,atención,atención,Qué estaba haciendo para llamar su atención.,retrieved
614,fuego,fuego,El fuego que todo el día.,retrieved
615,llamado,llamado,No me has llamado esta mañana.,retrieved_raw
616,madrid,madrid,La persona humana madrid doncel.,retrieved
617,viaje,viaje,La idea de este viaje.,retrieved
618,dormir,dormir,Te vas a quedar a dormir.,retrieved
619,cuarto,cuarto,Qué habéis hecho en mi cuarto.,retrieved
621,siguiente,siguiente,La sección se sustituye por el texto siguiente.,retrieved_raw
625,ambos,ambos,Así que ambos salimos ganando.,retrieved_raw
628,prueba,prueba,Bueno entonces haz la prueba.,retrieved
630,campo,campo,Ya no les interesa trabajar en el campo.,retrieved
631,deben,deben,Ellos deben estar por llegar en cualquier momento.,retrieved
633,di,di,Se la di porque falcone lo habría hecho.,retrieved_raw
634,ellas,ellas,Ellas quieren que las observen.,retrieved
635,vivo,vivo,Yo tengo la presunción de que está vivo.,retrieved_raw
637,semanas,semanas,Me debe semanas de paga.,retrieved
639,ayudar,ayudar,He venido para ayudar a mejorar las cosas.,retrieved
641,murió,murió,Mi mamá murió cuando yo era muy chiquita.,retrieved
642,película,película,Vamos a ver el resto de la película.,retrieved
643,san,san,El día de la masacre de san julián.,retrieved_raw
644,maldita,maldita,Vamos chris lucha maldita sea.,retrieved_raw
645,estados,estados,Situación en los estados miembros.,retrieved
646,niña,niña,La niña de la plata.,retrieved
647,vista,vista,No podría ser peor desde su punto de vista.,retrieved
648,junto,junto,No había nada junto al auto de pete.,retrieved_raw
649,correcto,correcto,No pero estás en lo correcto.,retrieved_raw
650,llamar,llamar,Voy a llamar a la unidad de la marina.,retrieved
651,basta,basta,No te basta nuestra palabra.,retrieved_raw
652,john,john,La muerte de john ford.,retrieved_raw
653,aire,aire,La hija del aire.,retrieved
654,encima,encima,El ministerio del interior se nos echará encima.,retrieved_raw
656,iré,iré,Bien iré a lavarme las manos.,retrieved_raw
657,buscar,buscar,Algunos vamos a buscar algo de pizza para comer.,retrieved
658,programa,programa,Voy a preparar un programa de estudios.,retrieved
659,personal,personal,He oído que tienen un apartado personal.,retrieved_raw
660,café,café,El café de la estación.,retrieved
661,detrás,detrás,El cerebro detrás del cerebro.,retrieved_raw
662,público,público,En tercer lugar este interés público era real.,retrieved_raw
663,minuto,minuto,La enfermera vendrá en un minuto.,retrieved
664,director,director,El hombre es un gran director.,retrieved
666,demonios,demonios,No tenemos un lugar entonces cómo demonios haremos eso.,retrieved
668,verte,verte,Ella no quiere verte mejor.,retrieved_raw
669,acaba,acaba,Qué pasa si se acaba la comida.,retrieved_raw
671,diga,diga,Diga señor dónde estoy exactamente.,retrieved_raw
672,anoche,anoche,Me vino a la mente anoche.,retrieved_raw
673,vuelve,vuelve,Vuelve a trabajar para mí.,retrieved
675,llamada,llamada,Yo no hice ninguna llamada a emily trudeau.,retrieved_raw
676,ud.,ud.,No es ud robert axle.,retrieved_raw
677,servicio,servicio,Servicio de información y policía militar.,retrieved
678,ésta,ésta,Ésta es mi oportunidad de comenzar de cero.,retrieved_raw
679,idiota,idiota,Dios no venía por las chicas idiota.,retrieved_raw
681,mala,mala,Sabía que era una mala idea dejarte entrar allí.,retrieved_raw
682,social,social,Espero no haber arruinado tu vida social.,retrieved_raw
684,mes,mes,De dónde sacarás al mes.,retrieved_raw
685,obra,obra,Usted no conocía mi obra.,retrieved
688,dejó,dejó,Es algo que nuestra madre dejó para nosotros.,retrieved
689,armas,armas,En la plaza de armas.,retrieved
690,duro,duro,No cree que eso es un poco duro.,retrieved_raw
691,querido,querido,Estoy encantada querido conde de haberlo conocido.,retrieved_raw
692,preguntas,preguntas,No me preguntas por qué he vuelto.,retrieved
694,perdón,perdón,Perdón por no decirte nada.,retrieved
696,mayoría,mayoría,La mayoría de la gente no sabe que tienen.,retrieved_raw
697,unidos,unidos,Por los estados unidos de américa y la confederación.,retrieved_raw
698,segunda,segunda,Cruz de hierro de segunda clase.,retrieved_raw
700,mía,mía,Entonces no es culpa mía.,retrieved_raw
701,digas,digas,No digas lo que es no lo digas.,unlinked_finite_verbs
704,señorita,señorita,La señorita no ha salido.,retrieved
705,ropa,ropa,No puedo dejar que mi marido vaya con la ropa sucia.,retrieved
708,sueño,sueño,En la calle la llaman el sueño.,retrieved
709,oficial,oficial,Así que sea lo que sea no coincide con la historia oficial.,retrieved_raw
710,extraño,extraño,Qué extraño que lo encontraste.,retrieved_raw
711,negro,negro,Negro justo lo que estaba pensando.,retrieved_raw
712,jamás,jamás,Tu no lo vas a entender jamás.,retrieved_raw
713,hará,hará,No sé qué hará pero tiene que hacer algo.,unlinked_finite_verbs
714,afuera,afuera,Es sólo que todo esto pasaba afuera.,retrieved_raw
715,sol,sol,No sé si es el campo o el sol.,retrieved
716,media,media,De media hora como mucho.,retrieved_raw
717,diablos,diablos,Qué diablos es lo que quiere.,retrieved
718,necesario,necesario,No es necesario que se le digas lo buena que eres.,retrieved_raw
720,increíble,increíble,Quiero decir que él es increíble.,retrieved_raw
721,josé,josé,Va a coger a josé a tiempo.,retrieved
724,llegado,llegado,Creo que ha llegado el momento de hablar con su padre.,retrieved
726,maldito,maldito,Ella es un maldito monstruo.,retrieved
727,juan,juan,Juan navarro reverter ministro de hacienda.,retrieved_raw
728,vemos,vemos,Ok así que eh nos vemos.,retrieved_raw
730,compañía,compañía,Él realmente es una buena compañía.,retrieved_raw
733,mesa,mesa,Qué es un centro de mesa.,retrieved
734,mensaje,mensaje,Por favor deje su mensaje.,retrieved
735,nivel,nivel,Es reconocido a nivel internacional.,retrieved
736,pudo,pudo,La ofendió todo lo que pudo.,retrieved
737,s,s,S no otra receso de navidad la canción de navidad.,retrieved_raw
738,decisión,decisión,Creo que es la decisión justa.,retrieved
740,diferente,diferente,El mundo es un lugar muy diferente lejos de aquí.,retrieved_raw
741,aquel,aquel,Murieron en aquel campo.,retrieved_raw
742,libertad,libertad,Qué significa para usted la libertad de expresión.,retrieved
743,alrededor,alrededor,Por los parques de alrededor.,retrieved_raw
744,vio,vio,Así que nadie me vio.,retrieved_raw
746,i,i,I no le puedo decir que.,retrieved
749,pena,pena,Así no merece la pena.,retrieved
750,trabajando,trabajando,Llevamos años trabajando en ello.,retrieved
755,investigación,investigación,La investigación es un fracaso.,retrieved
756,suena,suena,Bueno ahora mis noticias suena menos bueno.,retrieved_raw
757,proceso,proceso,El proceso de paz está otra vez en marcha.,retrieved
758,aqui,aqui,No tiene permitido estar aqui.,retrieved_raw
761,usar,usar,Señora puedo usar su teléfono.,retrieved
762,trato,trato,El trato de que hablamos.,retrieved
763,querida,querida,No es un concurso de belleza querida.,retrieved_raw
764,siete,siete,Los niños menores de siete años.,retrieved_raw
765,blanco,blanco,Tiro al blanco en el poblado indio.,retrieved_raw
766,supone,supone,Se supone que es hermoso.,retrieved_raw
767,raro,raro,Es raro que no esté por aquí.,retrieved_raw
768,consejo,consejo,Reglamento ce no del consejo.,retrieved
771,jack,jack,No él es el mejor amigo de jack.,retrieved_raw
772,últimos,últimos,Aquí tenemos los últimos mensajes interceptados.,retrieved_raw
773,error,error,No se me permite un error.,retrieved
774,mejores,mejores,Le mandaremos los mejores abogados.,retrieved_raw
776,perfecto,perfecto,Sabes que me ve perfecto.,retrieved_raw
777,tema,tema,No un programa sobre el tema.,retrieved
779,piensas,piensas,Es lo único que piensas.,retrieved_raw
780,york,york,En el estado de nueva york.,retrieved
781,sucede,sucede,Crees que no sé lo que sucede.,retrieved_raw
782,podríamos,podríamos,No sé si podríamos vernos.,retrieved_raw
783,carta,carta,Por tener una buena carta.,retrieved
784,secreto,secreto,Así que voy a mantenerlo en secreto.,retrieved
785,siente,siente,Se siente como si voy a morir.,retrieved
786,gusto,gusto,Me doy cuenta de que no te gusto.,retrieved
787,decía,decía,El cartel de papel decía.,retrieved
789,base,base,Es una base de datos.,retrieved
790,odio,odio,No podría soportar el odio.,retrieved
791,decirle,decirle,Hay que decirle a su padre.,retrieved_raw
792,ocurre,ocurre,Sólo ocurre cuando la máquina está encendida.,retrieved_raw
793,sean,sean,Y uh y fue escrito el litigios y dijo dijo sean se no se ve bien.,unlinked_finite_verbs
794,maría,maría,María haz lo que te dice el médico.,retrieved_raw
795,suelo,suelo,Por qué estas en el suelo.,retrieved
796,hotel,hotel,Qué te crees que estás en un hotel.,retrieved
797,silencio,silencio,Es el juego del silencio.,retrieved
798,daño,daño,No le hicimos daño a nadie.,retrieved
800,pobre,pobre,Estaba en tal estado pobre chica.,retrieved_raw
801,partir,partir,A partir de ahora me quedaré contigo.,retrieved_raw
803,entiendes,entiendes,Lo he dicho y aún no lo entiendes.,retrieved_raw
805,quieras,quieras,Di algo cuando quieras mike.,retrieved_raw
807,pensaba,pensaba,Pensaba que era un dj de radio.,retrieved
808,existe,existe,Usted cree que eso existe.,retrieved_raw
810,darle,darle,No puedes darle esa oportunidad.,retrieved_raw
811,dan,dan,F fuerza ejercida sobre el pedal en dan.,retrieved_raw
814,conoces,conoces,No conoces tu propia casa.,retrieved_raw
815,acción,acción,Se prepara para la acción.,retrieved
816,duda,duda,No cabe duda de que es inglés.,retrieved
817,vuelto,vuelto,Has vuelto a la casa.,retrieved_raw
818,partes,partes,Los he buscado por todas partes.,retrieved
820,tendrá,tendrá,La votación tendrá lugar el de diciembre de.,dangling_function_word
821,imposible,imposible,Es imposible que supiera lo que estaba pasando.,retrieved_raw
823,mente,mente,Se trata de un tema extraordinaria mente importante.,retrieved_raw
824,divertido,divertido,Soy el mas divertido aquí.,retrieved_raw
826,acabo,acabo,Acabo de ver un poco de sujetador.,retrieved_raw
828,apenas,apenas,Hasta el punto que apenas puedo tragar.,retrieved_raw
829,ocho,ocho,Se va a la cama a las ocho.,retrieved_raw
830,próxima,próxima,Entonces nos vemos en la próxima reunión.,retrieved_raw
832,mar,mar,Su familia se perdió en el mar.,retrieved
833,estaré,estaré,Si no lo hicieran estaré obligado a considerar su presencia aquí como un acto de guerra.,orphaned_subordinate_clause
836,abogado,abogado,Un abogado declara su caso.,retrieved_raw
837,diferentes,diferentes,Son diferentes de los demás.,retrieved_raw
839,recuerda,recuerda,Señor recuerda cómo llego aquí.,retrieved_raw
840,asesinato,asesinato,El dia antes del asesinato.,retrieved
841,recuerdas,recuerdas,Recuerdas mi número de teléfono.,retrieved_raw
842,vive,vive,No sé ni dónde vive.,retrieved_raw
843,ay,ay,Ay verdades que en amor.,retrieved_raw
844,energía,energía,Una sola fuente de energía.,retrieved_raw
845,banco,banco,En el banco en el banco.,retrieved
847,empresa,empresa,Qué es una empresa conjunta.,retrieved
849,normal,normal,De una vida normal que tendrás.,retrieved_raw
851,casos,casos,Número de casos de muestra bajo.,retrieved
852,novia,novia,La familia de mi novia.,retrieved
853,totalmente,totalmente,A menos que estés totalmente seguro.,retrieved
854,países,países,Importaciones de otros terceros países en toneladas.,retrieved
855,izquierda,izquierda,La salida de la izquierda.,retrieved
862,cállate,cállate,Voy a llorar nena cállate.,retrieved_raw
863,capaz,capaz,Cuándo crees que será capaz de volver a trabajar.,retrieved_raw
864,pesar,pesar,Me gustabas mucho a pesar de todo.,retrieved_raw
865,iglesia,iglesia,En una iglesia entre todos los lugares.,retrieved
867,pruebas,pruebas,Incluso pasé todas las pruebas.,retrieved
868,derecha,derecha,Al fondo a la derecha.,retrieved
870,mantener,mantener,Así que vas a necesitar mantener la calma.,retrieved
871,ministro,ministro,Ministro de asuntos exteriores.,retrieved
872,uh,uh,Uh esta no es una buena noche.,retrieved_raw
874,salvo,salvo,Ella no quiere nada salvo lo mejor para sí misma.,retrieved_raw
875,baja,baja,Baja el micrófono para verlo.,retrieved_raw
876,quienes,quienes,Quienes son ellos quienes aquellos que te querían matar.,retrieved_raw
877,dejado,dejado,No debería haberle dejado volver.,retrieved
878,hicieron,hicieron,No sabes lo que le hicieron en ese hospital tim.,retrieved_raw
880,profesor,profesor,Aquí está tu regalo profesor.,retrieved
881,estuve,estuve,Estuve a millas de francia junto a extraños de la guerra.,retrieved_raw
883,opinión,opinión,La formación de la opinión es importante.,retrieved
884,club,club,Vayamos a ese club banco de sangre.,retrieved
885,verlo,verlo,Quiero que vayas a verlo.,retrieved_raw
886,decirte,decirte,He venido a decirte la verdad.,retrieved_raw
887,encontré,encontré,Solo que no las encontré.,retrieved_raw
888,desarrollo,desarrollo,El desarrollo de la conciencia de la seguridad.,retrieved
889,haz,haz,Me da igual haz lo que quieras.,retrieved_raw
890,aquella,aquella,Se metió en aquella sala.,retrieved_raw
893,carlos,carlos,Creo que carlos tiene una aventura.,retrieved
895,mercado,mercado,Me entretuve en el mercado.,retrieved_raw
896,próximo,próximo,He estado pensando acerca de nuestro próximo viaje.,retrieved_raw
897,total,total,Total p m.,retrieved_raw
898,sal,sal,Sólo sal de aquí esta noche.,retrieved
899,varios,varios,Tengo varios novios a la vez.,retrieved_raw
900,pase,pase,Yo tampoco quiero que eso pase.,retrieved_raw
901,cualquiera,cualquiera,No soy un técnico cualquiera muchas gracias.,retrieved_raw
903,oro,oro,He pesado todo el oro.,retrieved
904,encuentro,encuentro,Un encuentro en tu casa drogas por sexo.,retrieved_raw
908,funciona,funciona,Mi teléfono no funciona bien últimamente.,retrieved_raw
914,nuevos,nuevos,Lo mejor haces nuevos amigos.,retrieved_raw
918,encanta,encanta,Me encanta que seas chino.,retrieved_raw
919,formas,formas,De todas formas dime siempre dónde estás.,retrieved
920,norte,norte,Vamos a perdernos el complejo norte.,retrieved
921,aun,aun,Aun así no tan diferente por haber matado tantos de tu raza.,retrieved_raw
922,adónde,adónde,No sé adónde la llevaron.,retrieved_raw
923,lamento,lamento,Me perdí y lo lamento.,retrieved
925,debido,debido,Debido a que parece que cómo qué.,retrieved_raw
927,tuyo,tuyo,Dejaré que vuelvas a lo tuyo.,retrieved_raw
928,m,m,La profundidad edificable máxima de m.,retrieved_raw
929,llega,llega,Una ambulancia llega todo estará bien.,retrieved_raw
930,vosotros,vosotros,Quiero tener una charla con vosotros.,retrieved_raw
931,alta,alta,Nadie en la planta alta.,retrieved_raw
932,fuiste,fuiste,No fuiste tú quien lo dijo.,retrieved_raw
933,tipos,tipos,Te enviaré la información de los tipos.,retrieved
936,tranquilo,tranquilo,Para ser un tipo que parece tan tranquilo.,retrieved_raw
938,color,color,Espacio de color de trabajo.,retrieved
940,placer,placer,Nunca se acabará este placer.,retrieved_raw
941,disculpe,disculpe,Bueno disculpe pero no tengo otra cosa que hacer.,retrieved_raw
942,mató,mató,Así que no fui yo el que lo mató verdad.,retrieved
943,radio,radio,En un radio de km.,retrieved
944,busca,busca,Tengo el apartamento que busca.,retrieved_raw
