lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
casos,851,n,n,1_1000,the fruit of a very tart species of guava,caso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cállate,862,v,v,1_1000,shut up!,cállate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pesar,864,v,v,1_1000,to weigh,pesar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pruebas,867,n,n,1_1000,proof,prueba,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siglo,869,n,n,1_1000,century,siglo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
uh,872,interj,interj,1_1000,used to express disappointment or disdain,uh,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
baja,875,adj,adj,1_1000,casualty; loss,bajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quienes,876,pron,pron,1_1000,who,quien,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hicieron,878,v,v,1_1000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verlo,885,v,v,1_1000,to see; to spot,verlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decirte,886,v,v,1_1000,to say; to tell,decirte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haz,889,n,n,1_1000,bundle,haz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
próximo,896,adj,adj,1_1000,near,próximo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
total,897,adj,adj,1_1000,total; complete; outright,total,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sal,898,n,n,1_1000,salt,sal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pase,900,v,v,1_1000,pass; permit,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cualquiera,901,pron,pron,1_1000,anyone; whoever; whomever,cualquiera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posición,910,n,n,1_1000,position,posición,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nuevos,914,adj,adj,1_1000,new,nuevo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encanta,918,v,v,1_1000,charm; captivation,encantar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adónde,922,adv,adv,1_1000,to where; whither; whereto,adónde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debido,925,adj,adj,1_1000,owed,debido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
m,928,letter,letter,1_1000,letter,m,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
vosotros,930,pron,pron,1_1000,you; you guys,vosotros,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuiste,932,v,v,1_1000,to be,fuiste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tipos,933,n,n,1_1000,tip,tipo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
radio,943,n,n,1_1000,radio,radio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ex,950,,residual,1_1000,former; ex-,ex,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamo,951,v,v,1_1000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corte,957,n,n,1_1000,cut,corte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viste,962,v,v,1_1000,you know,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pude,968,v,v,1_1000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
común,969,adj,adj,1_1000,common; ordinary,común,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creí,971,v,v,1_1000,to believe,creer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sientes,973,v,v,1_1000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entendido,980,adj,adj,1_1000,expert,entendido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quisiera,981,v,v,1_1000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
michael,982,none,residual,1_1000,michael,michael,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrían,983,v,v,1_1000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jóvenes,985,adj,adj,1_1000,young; youthful,joven,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
datos,994,n,n,1_1000,data,dato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
defensa,995,n,n,1_1000,defense,defensa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eras,999,v,v,1_1000,to be,eras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cabo,1001,n,n,1001_2000,end; edge; extremity,cabo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haremos,1008,v,v,1001_2000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
puntos,1014,n,n,1001_2000,point,punto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
relaciones,1015,n,n,1001_2000,relation,relación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asi,1019,adv,adv,1001_2000,like this,asi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
joe,1021,none,residual,1001_2000,joe,joe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
uso,1022,n,n,1001_2000,use,uso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muchachos,1024,n,n,1001_2000,boy,muchacho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
especialmente,1025,adv,adv,1001_2000,specially,especialmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
george,1029,none,residual,1001_2000,george,george,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nuevas,1031,adj,adj,1001_2000,news; novelty,nuevo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuerzas,1032,n,n,1001_2000,force,fuerza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hermosa,1037,adj,adj,1001_2000,Formosa; now known as Taiwan,hermoso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ninguno,1039,pron,pron,1001_2000,no,ninguno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
serán,1040,v,v,1001_2000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tiempos,1044,n,n,1001_2000,time,tiempo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mismos,1045,adj,adj,1001_2000,same,mismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dulce,1046,n,n,1001_2000,sweet,dulce,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vieja,1048,adj,adj,1001_2000,female equivalent of viejo,viejo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
luis,1058,,residual,1001_2000,louis,luis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acabó,1059,v,v,1001_2000,synonym of acabamiento,acabar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
c,1060,letter,letter,1001_2000,letter,c,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
primeros,1064,adj,adj,1001_2000,first; first up,primero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tom,1065,none,residual,1001_2000,tom,tom,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
humanos,1066,adj,adj,1001_2000,tamale,humano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
época,1067,n,n,1001_2000,epoch; era; age; time; day,época,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
resulta,1071,v,v,1001_2000,to result; to turn out; to end up; to prove,resultar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
central,1077,adj,adj,1001_2000,central,central,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muerta,1083,adj,adj,1001_2000,dead,muerto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miembros,1085,n,n,1001_2000,member,miembro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diría,1093,v,v,1001_2000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presente,1096,adj,adj,1001_2000,present,presente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jesús,1098,interj,interj,1001_2000,Jesus,jesús,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
resultados,1103,n,n,1001_2000,result; outcome; finding; upshot,resultado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tengas,1108,v,v,1001_2000,to have,tener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
carajo,1111,n,n,1001_2000,cock,carajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
santa,1121,adj,adj,1001_2000,saintess,santa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
militar,1124,adj,adj,1001_2000,military,militar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciento,1129,num,num,1001_2000,hundred,ciento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
metros,1131,n,n,1001_2000,meter,metro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
detective,1138,n,n,1001_2000,detective,detective,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mike,1140,none,residual,1001_2000,mike,mike,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debía,1141,v,v,1001_2000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
segundos,1146,adj,adj,1001_2000,second,segundo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
internacional,1152,adj,adj,1001_2000,international,internacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siéntate,1155,v,v,1001_2000,to feel,siéntate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pensado,1156,v,v,1001_2000,to think; ponder,pensar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
medios,1157,n,n,1001_2000,media; mass media as a whole,medio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viendo,1162,v,v,1001_2000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
servicios,1163,n,n,1001_2000,service,servicio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
parís,1164,,residual,1001_2000,Paris,parís,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
momentos,1166,n,n,1001_2000,moment; instant,momento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vidas,1171,n,n,1001_2000,life,vida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
querías,1174,v,v,1001_2000,to desire; to want; to want to,querías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
político,1178,adj,adj,1001_2000,political,político,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
animales,1180,n,n,1001_2000,animal,animal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambiado,1190,v,v,1001_2000,changed,cambiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
saberlo,1191,v,v,1001_2000,to know; to understand,saberlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
flores,1192,n,n,1001_2000,menstruation,flor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
larga,1195,adj,adj,1001_2000,long,largo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guardia,1197,n,n,1001_2000,custodian; warden,guardia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creía,1198,v,v,1001_2000,to believe,creer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debajo,1201,prep,prep,1001_2000,below; under,debajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrá,1202,v,v,1001_2000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mundial,1208,adj,adj,1001_2000,related to all the parts of the world,mundial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
coronel,1217,n,n,1001_2000,colonel,coronel,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
derechos,1223,n,n,1001_2000,straight (not crooked or bent,derecho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ideas,1224,n,n,1001_2000,idea,idea,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hechos,1229,n,n,1001_2000,clipping of Hechos de los Apóstoles (“Acts of the Apostles”): Acts,hecho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
blanca,1233,adj,adj,1001_2000,minim; half note,blanco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
